title,link,cited,relatedLink,position,publishedData
Open-source hardware platforms for smart converters with cloud connectivity,https://www.mdpi.com/2079-9292/8/3/367,Cited by 9,"https://scholar.google.com/scholar?q=related:xXhNQroRuD8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",6,"M Merenda, D Iero, G Pangallo, P Falduto, G Adinolfi… - Electronics, 2019 - mdpi.com"
UTILIZATION OF OPEN HARDWARE PLATFORMS IN NETWORK APPLICATION AND EDUCATION,http://ulabserv.fri.uniza.sk/Download/OSHW-Fratrik.pdf,,"https://scholar.google.com/scholar?q=related:EG1g5fStldMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",7,M FRÁTRIK - ulabserv.fri.uniza.sk
FPGA‐2010 Pre‐Conference Workshop on Open‐Source for FPGA,https://kmorrow.ece.wisc.edu/isfpga/Workshop-Abstract-2010-2.pdf,,,8,"OS Hardware, AB Idea, D Chiou, VPR Introspective… - kmorrow.ece.wisc.edu"
Open-source and widely disseminated robot hardware [from the guest editors],https://ieeexplore.ieee.org/abstract/document/7886405/,Cited by 3,"https://scholar.google.com/scholar?q=related:HYhKf0PH-6AJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",9,"A Dollar, F Mondada, A Rodriguez… - IEEE Robotics & …, 2017 - ieeexplore.ieee.org"
An open localization and local communication embodied sensor,https://www.mdpi.com/1424-8220/8/11/7545,Cited by 75,"https://scholar.google.com/scholar?q=related:QMXH9xsHJPsJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",10,"A Gutiérrez, A Campo, M Dorigo, D Amor, L Magdalena… - Sensors, 2008 - mdpi.com"
Made4You (Project Poster)-An open and dedicated platform to share and exchange open hardware healthcare solutions,https://lirias.kuleuven.be/2861621?limo=0,,,11,"E Biasin - 30 years ICRI/CIR/CiTiP: Celebratory conference …, 2019 - lirias.kuleuven.be"
The airquality sensebox,https://ui.adsabs.harvard.edu/abs/2013EGUGA..15.5146D/abstract,Cited by 15,"https://scholar.google.com/scholar?q=related:m3uPR8ytvXMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",12,"D Demuth, D Nuest, A Bröring… - EGU General …, 2013 - ui.adsabs.harvard.edu"
Lab kits using the Arduino prototyping platform,https://ieeexplore.ieee.org/abstract/document/5673417/,Cited by 165,"https://scholar.google.com/scholar?q=related:WxOMcMoTJVAJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",13,"J Sarik, I Kymissis - 2010 IEEE Frontiers in Education …, 2010 - ieeexplore.ieee.org"
SignalMaster—An open hardware and software system for speech and signal processing,https://asa.scitation.org/doi/pdf/10.1121/1.5035664,,,14,"P Davies, RE Delgado - The Journal of the Acoustical Society of …, 2018 - asa.scitation.org"
Drones and Geographic Information Systems Open Hardware and Source for Electrical Infrastructure Inspections,https://ieeexplore.ieee.org/abstract/document/8977035/,,,15,"LOM Cristales - 2019 IEEE 39th Central America and Panama …, 2019 - ieeexplore.ieee.org"
Tecnología open-hardware para la parametrización ambiental en aplicaciones de Ingeniería,http://helvia.uco.es/handle/10396/14997,Cited by 1,"https://scholar.google.com/scholar?q=related:XgJ2eLw3po0J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",16,D Verdú Santano - 2017 - helvia.uco.es
Warp: A hardware platform for efficient multimodal sensing with adaptive approximation,https://ieeexplore.ieee.org/abstract/document/8959350/,Cited by 9,"https://scholar.google.com/scholar?q=related:HzYYtAihWIcJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",17,"P Stanley-Marbell, M Rinard - IEEE Micro, 2020 - ieeexplore.ieee.org"
Using open hardware in a harsh environment: A case study,https://ieeexplore.ieee.org/abstract/document/7585293/,,"https://scholar.google.com/scholar?q=related:Ke2KPtJnMZIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",18,"R Santos, L Ordinez, G Eggly - 2016 IEEE Biennial Congress of …, 2016 - ieeexplore.ieee.org"
A Three-Phase Open Hardware Design for Power Quality Solutions,http://www.icrepq.com/icrepq20/420-20-montoya.pdf,,"https://scholar.google.com/scholar?q=related:hoIShr-lOSgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",19,"FG Montoya, A Alcayde, E Viciana… - icrepq.com"
Open Hardware Collaboration: A Way to Improve Efficiency for a Team,https://accelconf.web.cern.ch/AccelConf/ICALEPCS2013/papers/moppc077.pdf,,,20,"YM Abiven, P Betinelli-Deck, J Bisou, F Blache… - 2013 - accelconf.web.cern.ch"
2014 X International Symposium on Telecommunications (BIHTEL),https://ieeexplore.ieee.org/abstract/document/6987625/,,,21,OS Hardware - ieeexplore.ieee.org
Ruwai-an open hardware seismic data recorder,https://ui.adsabs.harvard.edu/abs/2018EGUGA..20.9497M/abstract,,,22,"S Mertl - EGU General Assembly Conference Abstracts, 2018 - ui.adsabs.harvard.edu"
Practical Arduino,https://link.springer.com/content/pdf/10.1007/978-1-4302-2478-5.pdf,,,23,OS Hardware - 2009 - Springer
A Teaching Module of Applying Open Hardware to Facilitat e Computational Thinking Learning,https://www.academia.edu/download/60708458/2018-WCE-i-Society-Proceedings_209-1420190926-1352-14i91kl.pdf#page=289,,"https://scholar.google.com/scholar?q=related:gCOJOHOQuzkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",24,"CF Chiu - WCE-2018, 2018 - academia.edu"
Recycling and Updating an Educational Robot Manipulator with Open-Hardware-Architecture.,https://europepmc.org/article/med/32197400,,,25,"JF Figueroa-Rodríguez… - Sensors (Basel …, 2020 - europepmc.org"
"CheapStat: an open-source,“Do-It-Yourself” potentiostat for analytical and educational applications",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0023783,Cited by 220,"https://scholar.google.com/scholar?q=related:1O76EdGNX6MJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",26,"AA Rowe, AJ Bonham, RJ White, MP Zimmer… - PloS one, 2011 - journals.plos.org"
Mona: an affordable open-source mobile robot for education and research,https://link.springer.com/article/10.1007/s10846-018-0866-9,Cited by 62,"https://scholar.google.com/scholar?q=related:hZzz5LUX1LEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",27,"F Arvin, J Espinosa, B Bird, A West, S Watson… - Journal of Intelligent & …, 2019 - Springer"
Impacts of open source hardware in science and engineering,https://hal.archives-ouvertes.fr/hal-02111398/,Cited by 22,"https://scholar.google.com/scholar?q=related:hRLXVsc2e6sJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",28,"J Pearce - The Bridge, 2017 - hal.archives-ouvertes.fr"
Neural ensemble communities: open-source approaches to hardware for large-scale electrophysiology,https://www.sciencedirect.com/science/article/pii/S0959438814002268,Cited by 42,"https://scholar.google.com/scholar?q=related:16C5vdtEi08J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",29,"JH Siegle, GJ Hale, JP Newman, J Voigts - Current opinion in neurobiology, 2015 - Elsevier"
Challenges to the Patent System in face of Open Hardware,https://boris.unibe.ch/id/eprint/83875,,,30,D Jost - 2012 - boris.unibe.ch
OPEN/USER INNOVATION IN THE FIELD OF OPEN HARDWARE DEVELOPMENT,https://wiki.p2pfoundation.net/How_Open_Hardware_Drives_Innovation_in_Digital_Fabrication,,"https://scholar.google.com/scholar?q=related:t4ygBxxqVE0J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",1,J Soderbergh - wiki.p2pfoundation.net
Development of the Next Generation Open Hardware 3D Printer Troublemaker,https://dk.um.si/IzpisGradiva.php?id=54622,,"https://scholar.google.com/scholar?q=related:BnJMkg43mLwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",2,B Bratuš - 2015 - dk.um.si
Construction of Open Hardware Laboratory of Electronic Information Engineering in Colleges and Universities,https://en.cnki.com.cn/Article_en/CJFDTotal-SYKS201304111.htm,,"https://scholar.google.com/scholar?q=related:YHVQMNedWdQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",3,"C Yu - Experiment Science and Technology, 2013 - en.cnki.com.cn"
"Free Software, Open Access Repositories and Open Hardware for the Development",http://eprints.rclis.org/archive/00008185,,"https://scholar.google.com/scholar?q=related:jgYxljQOaMQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",4,"V Vucic - Beyond Tunis, 2006 - eprints.rclis.org"
"Propuesta e implementación de un sistema de seguridad utilizando la plataforma arduino (Sistema open hardware), dentro del edificio Akor, ubicado al norte de Quito",https://repositorioslatinoamericanos.uchile.cl/handle/2250/2787950,Cited by 1,"https://scholar.google.com/scholar?q=related:1U34nZl_9NMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",5,JC Mora Enríquez - 2016 - repositorioslatinoamericanos.uchile …
Application of Python and open hardware tools for machinery fault diagnosis,https://www.ceeol.com/search/article-detail?id=810551,,"https://scholar.google.com/scholar?q=related:pjqaT6_LYFQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",6,"Y Gorbounov, P Peychinov, R Alexandrov, T Dzhikov - ceeol.com"
[C] Work to-date on mechanical design for an open hardware spacecraft,,Cited by 17,"https://scholar.google.com/scholar?q=related:XKNarq5K1vQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",7,"J Brewer, B Badders, J Berk, J Straub - Spring 2013 CubeSat Workshop, 2013"
Open Hardware and Software Solutions for Mobile Services,https://www.diva-portal.org/smash/get/diva2:201964/FULLTEXT01.pdf,,,8,"A Escudero-Pascual, L Berthilson - 2008 - diva-portal.org"
Diseño de un sistema de control gerencial de plantas avícolas utilizando redes de sensores inalámbricos con tecnología open hardware,http://repositorio.pucesa.edu.ec/handle/123456789/1389,Cited by 2,"https://scholar.google.com/scholar?q=related:9h8JZuttYwUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",9,MF Vásconez Barrera - 2015 - repositorio.pucesa.edu.ec
INTELLIGENT OPEN-HARDWARE ECG PLATFORM FOR THE HEART PATIENTS CONTROL AND DIAGNOSIS,https://pdfs.semanticscholar.org/1a73/5ece39becf483cf919e582df7eb017f18347.pdf,,"https://scholar.google.com/scholar?q=related:OtQv-8gy2P0J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",10,"A Romero, C Heras, M Vega, J Naranjo, C Vázquez… - pdfs.semanticscholar.org"
The complementarity of openness: How MakerBot leveraged Thingiverse in 3D printing,https://www.sciencedirect.com/science/article/pii/S0040162515002449,Cited by 93,"https://scholar.google.com/scholar?q=related:sgnJRBU_MNsJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",11,"J West, G Kuk - Technological Forecasting and Social Change, 2016 - Elsevier"
"System architecture for a distributed digital signage system in developing countries: Leveraging open hardware, open source software, and open standards",https://ieeexplore.ieee.org/abstract/document/8280577/,,"https://scholar.google.com/scholar?q=related:IqXnyo9i_YMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",12,"R Dawood, F Fahmi, M Syaryadhi - 2017 Second International …, 2017 - ieeexplore.ieee.org"
CERN releases new version of open hardware licence,https://cds.cern.ch/record/1998280,,,13,M Giampietro - 2013 - cds.cern.ch
Ultraino: An open phased-array system for narrowband airborne ultrasound transmission,https://ieeexplore.ieee.org/abstract/document/8094247/,Cited by 67,"https://scholar.google.com/scholar?q=related:6XfN5ipb2VoJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",14,"A Marzo, T Corkett… - IEEE transactions on …, 2017 - ieeexplore.ieee.org"
Heart rate analysis for human factors: Development and validation of an open source toolkit for noisy naturalistic heart rate data,https://www.humanist-vce.eu/fileadmin/contributeurs/humanist/TheHague2018/33-VanGent.pdf,Cited by 18,"https://scholar.google.com/scholar?q=related:BOrDdG-f5Z0J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",15,"P van Gent, H Farah, N Nes… - Proceedings of the 6th …, 2018 - humanist-vce.eu"
Open electronics for medical devices: state-of-art and unique advantages,https://www.mdpi.com/2079-9292/8/11/1256,Cited by 7,"https://scholar.google.com/scholar?q=related:yy5nLn2qM-UJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",16,"G Pandey, A Vora - Electronics, 2019 - mdpi.com"
Power wheelchair open platform,https://ieeexplore.ieee.org/abstract/document/6913819/,Cited by 6,"https://scholar.google.com/scholar?q=related:dL6aIrLmEOUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",17,"MA José, AAG Martinazzo, LC Biazon… - 5th IEEE RAS/EMBS …, 2014 - ieeexplore.ieee.org"
Open hardware for random access plate storage,https://www.authorea.com/doi/full/10.22541/au.151379567.70716310,,"https://scholar.google.com/scholar?q=related:MtSaIMDN97cJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",18,"T Sanderson - Authorea Preprints, 2017 - authorea.com"
Design and Implementation of CNC Machine Tool System Based on Open Hardware and Software,https://en.cnki.com.cn/Article_en/CJFDTotal-JMDB201201022.htm,,"https://scholar.google.com/scholar?q=related:V-lzAp3OL50J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",19,"Z Shu-cheng - Journal of Jiamusi University (Natural Science …, 2012 - en.cnki.com.cn"
A Study on Implementation of Health Index Monitoring System based on Open Hardware,https://www.koreascience.or.kr/article/CFKO201916842431447.page,,,20,"DG Lee, M Kim, JH Cho, SW Jang… - Proceedings of the …, 2019 - koreascience.or.kr"
A Gateway-Centric IoT Framework for Open Hardware Platforms,https://www.researchgate.net/profile/Cosimo_Palazzo2/publication/313477986_A_Gateway-Centric_IoT_Framework_for_Open_Hardware_Platforms/links/5ae9b4d00f7e9b837d3c059e/A-Gateway-Centric-IoT-Framework-for-Open-Hardware-Platforms.pdf,,"https://scholar.google.com/scholar?q=related:hM58gABOqicJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",21,"C Palazzo, S Panzieri, F De Cillis, R Setola - researchgate.net"
A low-cost smart parking solution for smart cities based on open software and hardware,https://link.springer.com/chapter/10.1007/978-3-030-14757-0_2,Cited by 3,"https://scholar.google.com/scholar?q=related:BVMJiS0WgmMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",22,"C Serrão, N Garrido - First International Conference on Intelligent …, 2018 - Springer"
Evaluating the level of openness in open source hardware,https://link.springer.com/chapter/10.1007/978-3-319-07404-7_4,Cited by 2,"https://scholar.google.com/scholar?q=related:KCFXIUzXNewJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",23,"VMK Yanamandram, JH Panchal - Product Development in the Socio …, 2014 - Springer"
SEnviro: A Sensorized Platform Proposal Using Open Hardware and Open Standards,http://repositori.uji.es/xmlui/handle/10234/150305,,"https://scholar.google.com/scholar?q=related:L50cQBxqcK4J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",24,"S Trilles Oliver, A Luján, Ó Belmonte Fernández… - 2015 - repositori.uji.es"
From ADAS to HAD Flexible Software Components and Open Hardware Platforms,https://link.springer.com/article/10.1007/s38314-017-0011-8?error=cookies_not_supported&error=cookies_not_supported&code=e11f35ec-bd2b-4cb8-9fea-39ed78c1b3fe&code=11943739-75dd-484d-9022-7af785880e79,,,25,"K Talmi, O Klenke - ATZelektronik worldwide, 2017 - Springer"
openspritzer: an open hardware pressure ejection system for reliably delivering picolitre volumes,https://core.ac.uk/download/pdf/83956612.pdf,,"https://scholar.google.com/scholar?q=related:LBfvdUyKMiUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",26,JV Raimondo - core.ac.uk
An open software-open hardware lab of the air levitation system,https://www.researchgate.net/profile/Luis-De-La-Torre-Cubillo/publication/320498867_An_open_software_-_open_hardware_lab_of_the_air_levitation_system/links/5a2ac2efa6fdccfbbf851661/An-open-software-open-hardware-lab-of-the-air-levitation-system.pdf,,,27,S Dormido - 2017 - researchgate.net
Realizing biological spiking network models in a configurable wafer-scale hardware system,https://ieeexplore.ieee.org/abstract/document/4633916/,Cited by 88,"https://scholar.google.com/scholar?q=related:hwHdV_6Q9_QJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",28,"J Fieres, J Schemmel, K Meier - 2008 IEEE International Joint …, 2008 - ieeexplore.ieee.org"
The mesoSPIM initiative: open-source light-sheet microscopes for imaging cleared tissue,https://www.nature.com/articles/s41592-019-0554-0,Cited by 65,"https://scholar.google.com/scholar?q=related:eAbpWz-BnN8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",29,"FF Voigt, D Kirschenbaum, E Platonova, S Pagès… - Nature …, 2019 - nature.com"
Developing open & distributed tools for Fablab project documentation.,https://www.researchgate.net/profile/Peter_Troxler/publication/221273106_Developing_open_distributed_tools_for_Fablab_project_documentation/links/5433f6ba0cf2bf1f1f277f69/Developing-open-distributed-tools-for-Fablab-project-documentation.pdf,Cited by 14,"https://scholar.google.com/scholar?q=related:ijGaTnCMKFkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",30,"A Määttä, P Troxler - OKCon, 2011 - researchgate.net"
Open Source Hardware and Healthcare Collaborative Platforms: Common Legal Challenges,https://lirias.kuleuven.be/3282823?limo=0,Cited by 1,"https://scholar.google.com/scholar?q=related:r4EyMQ0-nIsJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",31,"E Biasin, E Kamenjasevic - Journal of Open Hardware, 2020 - lirias.kuleuven.be"
Open-source wax RepRap 3-D printer for rapid prototyping paper-based microfluidics,https://journals.sagepub.com/doi/abs/10.1177/2211068215624408,Cited by 44,"https://scholar.google.com/scholar?q=related:JH30dI7NXToJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",32,"JM Pearce, NC Anzalone… - Journal of laboratory …, 2016 - journals.sagepub.com"
