"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"T5Y9QXBA","journalArticle","2008","Gutierrez, Alvaro; Campo, Alexandre; Dorigo, Marco; Amor, Daniel; Magdalena, Luis; Monasterio-Huelin, Felix","An Open Localization and Local Communication Embodied Sensor","SENSORS","","","10.3390/s8117545","","In this paper we describe a localization and local communication system which allows situated agents to communicate locally, obtaining at the same time both the range and the bearing of the emitter without the need of any centralized control or any external reference. The system relies on infrared communications with frequency modulation and is composed of two interconnected modules for data and power measurement. Thanks to the open hardware license under which it is released, the research community can easily replicate the system at a low cost and/or adapt it for applications in sensor networks and in robotics.","2008-11","2020-02-03 22:15:02","2020-02-03 22:15:02","","7545-7563","","11","8","","","","","","","","","","English","","","","","","","","","","","Localization; embodied communication; local communication; range and bearing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXK56AIE","journalArticle","2008","Datta, Subhash C.; Opp, Mark R.","Lipopolysaccharide-induced increases in cytokines in discrete mouse brain regions are detectable using Luminex xMAP((R)) technology","JOURNAL OF NEUROSCIENCE METHODS","","0165-0270","10.1016/j.jneumeth.2008.08.007","","Methods to determine cytokine protein content in samples of interest, such as enzyme-linked immunosorbent assay (ELISA), are often labor-intensive and costly. Furthermore, because ELISA requires relatively large sample volumes and protein concentrations, it is difficult using this technique to determine protein content for multiple cytokines from individual samples. Recently, Luminex has developed an open source hardware platform combining flow cytometry- and bead-based antibody capture that is capable of detecting multiple analytes from a single sample. In the present study we employed the Luminex 2000 platform to determine the cytokine protein content in discrete brain regions of C57BL/6J mice. In spike-and-recovery experiments, known concentrations of murine recombinant interleukin (IL)-1, 1 beta, IL-6, and tumor necrosis factor (TNF)alpha were added either singly or as a mixture of all three to whole brain homogenates containing known quantities of total protein. Spiked samples were assayed for either a single cytokine or for multiple cytokines using 1-plex or 3-plex assay kits, respectively. In whole mouse brain homogenate we recovered between 81% and 103% of the recombinant cytokines. We then injected C57BL/6J mice intraperitoneally with bacterial lipopolysaccharide (LPS) and sacrificed them 4 h later. We detected in samples taken from LPS-stimulated mice 4- to 870-fold increases in serum or spleen cytokine protein, and 1.5- to 16-fold increases in cytokine protein in discrete brain regions, relative to protein content in samples obtained from vehicle-treated animals. These results indicate that multiple cytokines may be reliably assayed from discrete regions of mouse brain using a single sample. (C) 2008 Elsevier B.V. All rights reserved.","2008-10-30","2020-02-03 22:15:02","2020-02-03 22:15:02","","119-124","","1","175","","","","","","","","","","English","","","","","","","","","","","Sleep; Mouse; Brain; CNS; Interleukin; Multiplex; Tumor necrosis factor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKIAYU6L","journalArticle","2008","Maharaj, B. T.; Wallace, Jon W.; Jensen, Michael A.; Linde, Louis P.","A low-cost open-hardware wideband multiple-input-multiple-output (MIMO) wireless channel sounder","IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT","","0018-9456","10.1109/TIM.2008.919943","","Due to the complexity of multiple-input-multiple-output (MIMO) wireless channels, direct measurement is the main viable option for accurate characterization. Details on a new low-cost wideband channel sounder are presented, which was mainly constructed from conventional instruments and components. This switched architecture system is similar to commercial channel sounders and has modest cost (< US$ 50000). The sounder operates in the 2- to 8-GHz range with up to 100 MHz of instantaneous bandwidth and supports eight transmitters and receivers, which are sufficient to support the development and assessment of current and future MIMO wireless systems. In this “open-hardware” project, the hardware design and software components are openly available to other researchers interested in developing or enhancing the MIMO measurement capability. The actual systems built at the University of Pretoria, Pretoria, South Africa, and Brigham Young University, Provo, UT, are presented, as are some example studies.","2008-10","2020-02-03 22:15:03","2020-02-03 22:15:03","","2283-2289","","10","57","","","","","","","","","","English","","","","","","","","","","","measurement; multiple-input-multiple-output (MIMO); wideband","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C2Z6P2UG","journalArticle","2008","Paulson, Linda Dailey","`Open source' hardware lets users build devices","COMPUTER","","0018-9162","","","","2008-03","2020-02-03 22:15:03","2020-02-03 22:15:03","","20","","3","41","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PCCKE5A","journalArticle","2008","[Anonymous]","Fosh publishes horse protection act suspension lost on its public website","JOURNAL OF EQUINE VETERINARY SCIENCE","","0737-0806","","","","2008-03","2020-02-03 22:15:03","2020-02-03 22:15:03","","140","","3","28","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TPJ69B2","conferencePaper","2008","Fainguelernt, Jacob; Reith, Graham; Sikora, Richard","An integrated environment for developing real-time DSP applications","2008 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING, VOLS 1-12","978-1-4244-1483-3","","10.1109/ICASSP.2008.4518194","","This paper describes an innovative environment to develop real-time embedded Signal Processing based applications, and a suite of example applications that have been developed to assist in academic teaching of practical signal processing. The objective of this environment is algorithmic design and simulation, which itself is educational but it can also be used as a rapid prototyping tool, enabling students to experiment with real-time DSP applications in a variety of fields. The environment offers a wide range of libraries to support this, and it has an open hardware and software architecture enabling further expansion of its functionality.","2008","2020-02-03 22:15:04","2020-02-03 22:15:04","","2653+","","","","","","","International Conference on Acoustics Speech and Signal Processing ICASSP","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","engineering education; real-time systems; educational technology; programming environments; signal processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9WEVJNGI","conferencePaper","2008","Fieres, Johannes; Schemmel, Johannes; Meier, Karlheinz","Realizing Biological Spiking Network Models in a Configurable Wafer-Scale Hardware System","2008 IEEE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, VOLS 1-8","978-1-4244-1820-6","","10.1109/IJCNN.2008.4633916","","An analog VLSI hardware architecture for the distributed simulation of large-scale spiking neural networks has been developed. Several hundred integrated computing nodes, each hosting up to 512 neurons, will he interconnected and operated on un-cut silicon wafers. The electro-technical aspects and the details of the hardware implementation are covered in a separate contribution to this conference. This paper focuses on the usability of the system by demonstrating that biologically relevant network models can in fact be mapped to this system. Different network configurations am established on the hardware by programmable switch matrices, repeaters, and address decoders. Systematic routing algorithms are presented to map a given network model to the hardware system. Routing is simulated for several network examples, proving the system's practical applicability. Furthermore, the routing simulations are used to fix values for yet open hardware parameters.","2008","2020-02-03 22:15:04","2020-02-03 22:15:04","","969-976","","","","","","","IEEE International Joint Conference on Neural Networks (IJCNN)","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UH9M9XXI","conferencePaper","2008","Munoz, A.; Ostua, E.; Bellido, M. J.; Millan, A.; Juan, J.; Guerrero, D.","Building a SoC for industrial applications based on LEON microprocessor and a GNU/Linux distribution","2008 IEEE INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS, VOLS 1-5","978-1-4244-1665-3","","","","This paper presents the design of a complete RTU (Remote Terminal Unit) with a System-on-Chip solution based completely on both open hardware and software platforms, and developed in conjunction with two industrial companies. The target implementation of the embedded system is a Spartan family FPGA from Xilinx. The article presents the main features of the base system, which consists of the LEON microprocessor and a Linux operating system distribution (Debian) running on it. Moreover, it shows a complete example of how to add new peripherals to the system. The peripheral that has been added is the UART 16550 compatible peripheral available in OpenCores. Given that the design has been prepared for the WishBone bus, it was necessary to adapt it to the APB bus within the LEON core. Furthermore, it has been adapted to work with the Linux driver for that UART to get a full coupling of peripheral with the system. The experimental results confirm the work done.","2008","2020-02-03 22:15:04","2020-02-03 22:15:04","","1890-1895","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCMS4D85","conferencePaper","2008","Grega, Wojeiech; Pilat, Adam","Real-time Control Teaching Using LEGO (R) MINDSTORMS (R) NXT Robot","2008 INTERNATIONAL MULTICONFERENCE ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY (IMCSIT), VOLS 1 AND 2","978-8-36-8-1014-9","","","","A current trend in learning programs, even at high-degree studies, is applying the concepts of “learning by projects”. In this context, the LEGO (R) MINDSTORMS (R) NXT modular robot appears as a simple, flexible and attractive educational platform to achieve the referred challenge in many domains of information technologies, especially in real-time control. The project team can operate with the real system (e.g. constructed robot) to realize a number of particular tasks. The ready-to-use embedded platform and dual microcontrollers architecture represents actual trends in the modern control systems designs. The open hardware and software architecture gives unlimited possibility to handle all devices connected to the main control brick and write effective control algorithms. The proposed rescue robot project is a good example of the simple system where, a number of real-time control problems can be analyzed. The project on this scale requires detailed planning, cooperation in teams, extensive literature survey, and comprehensive software design. That is exactly, what we need for “learning by projects” concept.","2008","2020-02-03 22:15:05","2020-02-03 22:15:05","","579-582","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","Ganzha, M and Paprzycki, M and PelechPilichowski, T","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUYWTX5Q","journalArticle","2008","Yamamoto, Mamoru","Digital beacon receiver for ionospheric TEC measurement developed with GNU Radio","EARTH PLANETS AND SPACE","","1343-8832","10.1186/BF03353137","","A simple digital receiver named “GNU Radio Beacon Receiver (GRBR)” was developed for the satellite-ground beacon experiment to measure the ionospheric total electron content (TEC). The open-source software toolkit for the software defined radio, GNU Radio, is utilized to realize the basic function of the receiver and perform fast signal processing. The software is written in Python for a LINUX PC. The open-source hardware called Universal Software Radio Peripheral (USRP), which best matches the GNU Radio, is used as a front-end to acquire the satellite beacon signals of 150 and 400 MHz. The first experiment was successful as results from GRBR showed very good agreement to those from the co-located analog beacon receiver. Detailed design information and software codes are open at the URL http://www.rish.kyoto-u.ac.jp/digitalbeacon/.","2008","2020-02-03 22:15:05","2020-02-03 22:15:05","","E21-E24","","11","60","","","","","","","","","","English","","","","","","","","","","","ionospheric total electron content; Satellite-ground beacon experiment; software-defined radio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZVHFU6L3","conferencePaper","2008","Fainelli, Florian; Carcelle, Xavier; Flesch, Etienne; Saint-Genest, Gwenael; Afifi, Hossam","OpenPattern project: a comprehensive modular routing platform","HOME NETWORKING","978-0-387-77215-8","","","","The last developments of the home gateways, DSL-boxes, off-the-shelf wireless routers, wireless communities initiatives have brought a great number of network hardware to the home. These different developments have been followed by different initiatives of “hacking the box” to be able to flash this specific hardware with open-source firmware resulting from the contribution of several open-source developers (OpenWrt, Freifunk...). Due to the lack of “open hardware” off-the-shelf available to adjust the platform to the home-networking (and networking) applications, OpenPattern is a project to develop such a hardware based on the inputs from the past initiatives and bringing a box based on an open hardware (i.e. open specifications of the targeted hardware), using a motherboard and able to receive daughterboard to expand the functionalities in conjunction with the current open source project to be using the box once this one is ready to be shipped.","2008","2020-02-03 22:15:05","2020-02-03 22:15:05","","197+","","","","","","","","","","","SPRINGER","233 SPRING STREET, NEW YORK, NY 10013, UNITED STATES","English","","","","","","","","","","","open source; open hardware; boards; electronic; Home Networking; network interfaces; routing; wireless","","Agha, KA and Carcelle, X and Pujolle, G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7KE9DFWF","journalArticle","2007","Rahman, Md. Abdur; Miah, Md. Suruz; Gueaieb, Wail; El Saddik, Abdulmotaleb","SENORA: A P2P service-oriented framework for collaborative multirobot sensor networks","IEEE SENSORS JOURNAL","","1530-437X","10.1109/JSEN.2007.894913","","SENORA is an open hardware and software architecture for the cooperative coordination of multiple heterogeneous mobile robots operating in a common environment. It is designed to meet the stringent requirements of modern loosely coupled multirobot architectures, such as flexibility, reliability, and fault tolerance. As such, the proposed architecture enables the robots to cope with the ubiquitous presence of various types of uncertainties in their operating environments. SENORA is a fully autonomous and scalable sensory-based peer-to-peer (P2P) framework. It also offers a real-time inter-robot communication protocol and it is based on the state-of-the-art P2P technology, which is specifically designed to satisfy the requirements of physical sensory data publishing and fusion. This architecture is implemented and evaluated on a team of indoor mobile robots. The test results manifest the architecture's distinguished features and capabilities.","2007-06","2020-02-03 22:15:06","2020-02-03 22:15:06","","658-666","","5-6","7","","","","","","","","","","English","","","","","","","","","","","intelligent sensors; mobile robots; peer-to-peer (P2P) network; sensor collaboration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JJCB6TF","conferencePaper","2007","Wang, H. Z.; Zhang, X. L.; Li, W.; Yang, P. Q.; Liu, C.; Ren, C. H.","The application research on mini-type magnetic resonance imaging instrument","2007 IEEE/ICME INTERNATIONAL CONFERENCE ON COMPLEX MEDICAL ENGINEERING, VOLS 1-4","978-1-4244-1077-4","","10.1109/ICCME.2007.4382098","","According to the specialties of mini-type magnetic resonance imaging instrument, the authors developed more than 30 teaching experiment projects on medical imaging. Because of its open hardware configuration, these experiment projects have clear processes. Furthermore, some testing researches and analyses on characteristics of biology tissues and food samples have been done. Using this instrument, the research into the properties of water in food Systems, such as water molecular mobility, water-holding capacity, binding and hydration so on.","2007","2020-02-03 22:15:06","2020-02-03 22:15:06","","1996+","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6E36F7T6","conferencePaper","2007","Miah, Md. Suruz; Gueaieb, Wail; Rahman, Md. Abdur; El Saddik, Abdulmotaleb","Autonomous dead-reckoning mobile robot navigation system with intelligent precision calibration","2007 IEEE INSTRUMENTATION & MEASUREMENT TECHNOLOGY CONFERENCE, VOLS 1-5","978-1-4244-0588-6","","","","An open hardware architecture for a goal-oriented indoor mobile robot navigation based on corrected odometry information using fuzzy logic controller is presented in this paper. The proposed approach exploits the ability of mobile robots to navigate in unstructured, cluttered and potentially hostile environments using calibrated odometry information, proximity sensor data and a fuzzy logic engine. A key advantage to this technique is its simplicity over similar navigation systems discussed in the literature. The simplification stems from the fact that only the previous traveled position of the robot needs to be tracked to reach to the target position. The superiority of this technique is supported by the experimental results that were collected for this purpose.","2007","2020-02-03 22:15:06","2020-02-03 22:15:06","","2056+","","","","","","","IEEE Instrumentation and Measurement Technology Conference","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","dead-reckoning navigation; fuzzy logic; mobile robot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZU9RZVRR","conferencePaper","2007","Dams, Wim; Roggemans, Marc; Pelgrims, Patrick; Tierens, Tom; Pauwels, Danny","Open hardware platform helps students getting started in analog and digital design","2007 IEEE INTERNATIONAL CONFERENCE ON MICROELECTRONIC SYSTEMS EDUCATION, PROCEEDINGS","978-0-7695-2849-6","","10.1109/MSE.2007.70","","A common multidisciplinary platform can improve and fine-tune the collaboration between several courses like data communication, software engineering, analog electronics and digital design. Therefore, De Nayer Instituut developed a platform that consists of two low-cost boards. An interface experimentation board featuring an analog experimentation area and various in- and outputs. The second board is build around a microcontroller that can be used to control the experimentation board. Both boards can be used without the need for expensive hardware allowing the students to prepare or finish their assignments at home.","2007","2020-02-03 22:15:06","2020-02-03 22:15:06","","133+","","","","","","","","","","","IEEE COMPUTER SOC","10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6GZKZ5CY","conferencePaper","2007","Titri, S.; Izeboudjen, N.; Sahli, L.; Lazib, D.; Louiz, F.","Open cores based system on chip platform for telecommunication applications: VOIP","2007 INTERNATIONAL CONFERENCE ON DESIGN & TECHNOLOGY OF INTEGRATED SYSTEMS IN NANOSCALE ERA","978-1-4244-1277-8","","10.1109/DTIS.2007.4449530","","In this paper, we present a platform for system on chip (SoC) implementation that is suitable for telecommunication applications. To build the platform, we have adopted the OpenCores-Openhardware design concept. The benefit of using the OpenCores methodology is flexibility, reuse and accessibility of the cores at free cost. We demonstrate how the open hardware trend can help designers to build complex integrated circuits such as SoCs at low cost. To test the platform, our first application is a SoC implementation of a Voice Over IP (VoIP) Gateway. The first preliminary results show that the whole SoC can be implemented in the field programmable gate array (FPGA) - XC2V1000 circuit.","2007","2020-02-03 22:15:07","2020-02-03 22:15:07","","245-248","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3BTHX9K","conferencePaper","2007","Sarkinen, Johan","An open source(d) controller","IN℡EC 07 - 29TH INTERNATIONAL ℡ECOMMUNICATIONS ENERGY CONFERENCE, VOLS 1 AND 2","978-1-4244-1627-1","","10.1109/INTLEC.2007.4448885","","The open source software movement has been going on for a few decades now. Today, an increasing number of open source solutions enter the market and become valid alternatives to proprietary and closed solutions. Examples include operating systems like Linux and OpenSolaris, back-end solutions (e.g. LAMP - Linux, Apache web server, MySQL database, and Perl/PHP/Python programming languages - are among the most well-known and widely used open source software on the Internet), office applications (e.g. Firefox web browser, Thunderbird email, GIMP graphics, OpenOffice office suite), and complete enterprise systems like Compiere (ERP and CRM) and Mambo content management system (CMS). In addition, a variety of devices increasingly include open source (e.g. cellular phones, network equipment like routers, and Asterisk - a complete IP PBX). The open source culture is about much more than software and includes open source hardware, views on intellectual properties rights, completely changes how products are developed and owned, and how business models are developed. To decide if open source is something for you, a good understanding of what open source really means is necessary. This includes legal aspects (different licenses), availability of support with (hopefully a thriving) user community and commercial for-pay support options, and security. Intellectual properties rights, and the vast number of many types of open source licenses (e.g. GNU General Public License (GPL) and BSD License), is one of the more complex areas when using open source. What can and not can be done, what must be done, and so on, vary between licenses. One effort to bring some order in all this is the Open Source Definition (OSD) from Open Source Initiative (OSI) which lists ten conditions that must be met for an OSI Certified open source license. Today, many companies have already been forced to either remove or release as open source code borrowed by developers without properly complying with licenses. Such “dirty code” is increasingly easy to detect via compliance tools used by companies doing this as business. (Not to mention whistle-blowing employees tipping of property owners.) Searching for dirty code is also increasingly part of due diligence in mergers and acquisitions and can add costly delays and lawsuits. The perceived low cost is often a reason for considering open source solutions but the total costs of development (TCD) including for example licenses, tools, labor, and support - must be considered from initial design, to maintenance, all through the end of life of the product. This paper reviews critical aspects for going open source, including software and hardware, use of commercial off-the-shelf (COTS) alternatives, system design going from a monolithic, single-binary, firmware to a layered design with operating system, middleware, and user applications.","2007","2020-02-03 22:15:07","2020-02-03 22:15:07","","761-768","","","","","","","International Telecommunications Energy Conference-IN℡EC","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZH8HMKBU","journalArticle","2006","Li, Dongheng; Parkhurst, Derrick J.","openEyes: an open-hardware open-source system for low-cost eye tracking","JOURNAL OF MODERN OPTICS","","0950-0340","10.1080/09500340600619072","","Eye tracking has long held the promise of being a useful methodology for human computer interaction. However, a number of barriers have stood in the way of the integration of eye tracking into everyday applications, including the intrusiveness, robustness, availability and price of eye-tracking systems. To lower these barriers, we have developed the openEyes system. The system consists of an open-hardware design for a digital eye tracker that can be built from low-cost off-the-shelf components, and a set of open-source software tools for digital image capture, manipulation, and analysis in eye-tracking applications. We expect that the availability of this system will facilitate the development of eye-tracking applications and the eventual integration of eye tracking into the next generation of everyday human computer interfaces. We discuss the methods and technical challenges of low-cost eye tracking as well as the design decisions that produced our current system.","2006-06-15","2020-02-03 22:15:07","2020-02-03 22:15:07","","1295-1311","","9","53","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBBDUGS7","journalArticle","2006","Ruiz-Sandoval, M; Nagayama, T; Spencer, BF","Sensor development using Berkeley Mote platform","JOURNAL OF EARTHQUAKE ENGINEERING","","1363-2469","10.1142/S136324690600261X","","Industrialised nations have dedicated significant investments toward the development of civil infrastructure. To preserve this investment, attention must be given to proper maintenance. Structural Health Monitoring (SHM) has emerged as a tool to support this task. Networks of smart sensors, built upon wireless communication, have the potential to significantly improve SHM. Numerous platforms for smart sensors have been developed, most of which utilise proprietary hardware/software. The Berkeley Mote, utilised in this study, was the first open hardware/software platform to be developed. However, the Berkeley Mote was designed for generic applications and therefore the available sensors are not optimised for use in civil infrastructure applications. Acceleration and strain are among the most important physical quantities to judge the health of a structure. Although commercially available sensor boards have accelerometers, their applicability towards civil infrastructure is limited. This paper presents the development of new acceleration and strain sensor boards based on the Berkely-Mote platform and provides experimental verification of their performance within civil infrastructure applications.","2006-03","2020-02-03 22:15:07","2020-02-03 22:15:07","","289-309","","2","10","","","","","","","","","","English","","","","","","","","","","","wireless sensor network; acceleration sensor; civil infrastructure; smart sensor; strain sensor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HE73S6JF","conferencePaper","2006","Astarloa, Armando; Saiz, Purificacion; Lazaro, Jesus; Jacob, Eduardo; Bidarte, Unai","Multi-architectural 128 bit AES-CBC core based on open-source hardware AES implementations for secure industrial communications","2006 10TH INTERNATIONAL CONFERENCE ON COMMUNICATION TECHNOLOGY, VOLS 1 AND 2, PROCEEDINGS","978-1-4244-0800-9","","","","In this work we present a new AES-CBC cryptocore for System-on-Programmable-Devices. The core architecture can fit three different open-source AES block implementations. Each one can be instantiated in order to obtain cores with different area-speed trade off, which eases and optimizes the secure communications implementation in industrial embedded systems. The implementation results for the different versions are presented and evaluated.","2006","2020-02-03 22:15:08","2020-02-03 22:15:08","","221+","","","","","","","","","","","IEEE","345 E 47TH ST, NEW YORK, NY 10017 USA","English","","","","","","","","","","","","","Qiu, HB and Lin, JM and Zheng, L and Li, X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8B9D32N","conferencePaper","2006","Mirecki, M; Zabolotny, W","Module for transmission of biomedical data","PHOTONICS APPLICATIONS IN ASTRONOMY, COMMUNICATIONS, INDUSTRY, AND HIGH-ENERGY PHYSICS EXPERIMENTS IV","0-8194-6211-X","","10.1117/12.674912","","This paper describes the conception of The Module for Transmission of Biomedical Data (MTBD). The prototype will acquire and process human vital signs and transmit collected information to a remote telemedicine centre for further analysis, taking advantage of GSM cellular infrastructure. The intention of MTBD prototype is providing care at the point and time of need without limiting of users' mobility. This should enhance the quality of life of patients. The article presents the conception of hardware platform designed for acquiring, processing and transmitting biomedical parameters using SMS, CSD, HSCD, GPRS services, provided by the GSM operators. Detailed analysis of prototype requirements is presented, taking into consideration GSM security aspects. The paper describes the main idea of MTBD in telemedicine system and basic conception of hardware and software solutions used in prototype device.","2006","2020-02-03 22:15:08","2020-02-03 22:15:08","","","","","6159","","","","Proceedings of SPIE","","","","SPIE-INT SOC OPTICAL ENGINEERING","1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA","English","","","","","","","","","","","open hardware; biomedical data; data acquisition system; human vital signs; MTBD; open source solutions; transmission over GSM network","","Romaniuk, RS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5DENT499","journalArticle","2005","Ellis, GFR","Dynamical properties of cosmological solutions","JOURNAL OF HYPERBOLIC DIFFERENTIAL EQUATIONS","","0219-8916","10.1142/S0219891605000464","","I will consider how there are FOSH formulations and associated results in relativistic cosmology expressed in 1 + 3 tetrad form. The characteristics of scalar and vector perturbations are timelike, hence the real domains of dependence in cosmology are much smaller than implied by the light cone, associated with gravitational wave perturbations.","2005-06","2020-02-03 22:15:09","2020-02-03 22:15:09","","381-395","","2","2","","","","","","","","","","English","","","","","","","","","","","characteristics; hyperbolic differential equations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQLYEIDR","conferencePaper","2005","Mitchell, J; Lockwood, J","Tools for in-circuit testing of on-line content processing hardware","2005 IEEE International Conference on Microelectronic Systems Education, Proceedings","0-7695-2374-9","","10.1109/MSE.2005.62","","Tools have been developed that enable in-circuit testing of content processing hardware. The tools automate test and verification of new circuits using data from a predefined test-bench or with live traffic sent over the Internet. The tools integrate with existing, open-source, web-based groupware software. Content is processed with Field Programmable Gate Arrays (FPGAs) on an open hardware platform.","2005","2020-02-03 22:15:09","2020-02-03 22:15:09","","117-118","","","","","","","","","","","IEEE COMPUTER SOC","10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWIYNI94","conferencePaper","2005","Castillo, J; Huerla, P; Lopez, V; Martinez, JI","A secure self-reconfiguring architecture based on open-source hardware","2005 International Conference on Reconfigurable Computing and FPGAs (ReConFig 2005)","0-7695-2456-7","","","","With the new and powerful Field Programmable Gate Array (FPGA) families, new possibilities have been opened. One of these features is the possibility of reconfiguring a section of the FPGA while the rest is working. Moreover, this fixed part could be responsible for reprogramming the reconfigurable part, either because a change in functionality is required or because a new version of the hardware needs to be implemented. This paper shows how an FPGA system based on an Open Source OpenRISC 1200 microprocessor takes advantage of this feature to perform the Secure Download of the firmware and the hardware needed to run an application. In this particular case a Reed-Solomon Encoder and a Cryptographic application were used to demonstrate the viability of the scheme.","2005","2020-02-03 22:15:09","2020-02-03 22:15:09","","69-75","","","","","","","","","","","IEEE COMPUTER SOC","10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA","English","","","","","","","","","","","","","Cantarella, JD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
