"","x"
"3654","software-based three-dimensional deconvolution microscopy of cytoskeletal proteins in cultured fibroblast using open-source software and open hardware"
"3655","software-defined open access for flexible and service-oriented 5g
deployment"
"3656","software-defined open access for flexible and service-oriented 5g deployment"
"3657","software-defined optoelectronics: space and frequency diversity in
heterodyne interferometry"
"3658","software-defined optoelectronics: space and frequency diversity in heterodyne interferometry"
"3659","solar purifier of the seawater, to ensure food security in social aspects of low income, who sit in coastal area and islands of ecuador"
"3660","solar tower power mockup for the assessment of advanced control
techniques"
"3661","solar tower power mockup for the assessment of advanced control techniques"
"3662","soldercubes: a self-soldering self-reconfiguring modular robot system"
"3663","soldercubes: a self-soldering self-reconfiguring modular robot system"
"3664","space-vector pwm with common-mode voltage elimination for multiphase
drives"
"3665","space-vector pwm with common-mode voltage elimination for multiphase drives"
"3666","specialized honeypots for scada systems"
"3667","specification of the geometric regularity model for fuzzy if-then
rule-based deinterlacing"
"3668","spectrum assignment in hardware-constrained cognitive radio iot networks
under varying channel-quality conditions"
"3669","spectrum assignment in hardware-constrained cognitive radio iot networks under varying channel-quality conditions"
"3670","spectrum sensing in full-duplex cognitive radio networks under hardware
imperfections"
"3671","spectrum sensing in full-duplex cognitive radio networks under hardware imperfections"
"3672","speed based classification of mechanomyogram using fuzzy logic"
"3673","speed based classification of mechanomyogram using fuzzy logic"
"3674","speed estimation of vehicles approaching an intersection: a digital
image processing method"
"3675","speed of sound estimation for dual-stage virtual source ultrasound
beamforming using point scatterers"
"3676","speed of sound estimation for dual-stage virtual source ultrasound beamforming using point scatterers"
"3677","spiderspec: a low-cost compact colorimeter with iot functionality"
"3678","spiderspec: a low-cost compact colorimeter with iot functionality"
"3679","spikeling: a low-cost hardware implementation of a spiking neuron for
neuroscience teaching and outreach"
"3680","spikeling: a low-cost hardware implementation of a spiking neuron for neuroscience teaching and outreach"
"3681","spin-hall-effect-based stochastic number generator for parallel
stochastic computing"
"3682","spin-hall-effect-based stochastic number generator for parallel stochastic computing"
"3683","sponsored libre research agreements to create free and open source software and hardware"
"3684","spray-on thin film pv solar cells: advances, potentials and challenges"
"3685","spray-on thin film pv solar cells: advances, potentials and challenges"
"3686","spurring innovation in spatial haptics: how open-source hardware can turn creativity loose"
"3687","squirlrob: a do it yourself arduino and smartphone hardware and software
platforms for robotics education"
"3688","stake: a coupled simulation environment for risc-v memory experiments"
"3689","stake: a coupled simulation environment for risc-v memory experiments"
"3690","start up of a mobile robot experimental platform with embedded hardware
and free software"
"3691","start up of a mobile robot experimental platform with embedded hardware and free software"
"3692","state of the art of earth observation instruments for small satellites"
"3693","statistical data acquisition via filtering url addresses with netfpga
open source hardware platform"
"3694","statistical data acquisition via filtering url addresses with netfpga open source hardware platform [netfpga açik kaynak donanim platformu ile url adreslerini filtreleyerek istatiksel veri elde etme]"
"3695","steady ir methodology for leading edge impingement measurements"
"3696","steady ir methodology for leading edge impingement measurements"
"3697","steady-state performance optimization of a 500 khz photovoltaic module
emulator"
"3698","steady-state performance optimization of a 500 khz photovoltaic module emulator"
"3699","steady-state performance optimization of a 500 khz photovoltaic module emulator"
"3700","steam turbine hardware in the loop simulation"
"3701","steam turbine hardware in the loop simulation"
"3702","stereo 3d presentation of ship structures using low cost hardware"
"3703","stiffness estimation in vision-based robotic grasping systems"
"3704","stiffness estimation in vision-based robotic grasping systems"
"3705","stimsync: open-source hardware for behavioral and mri experiments"
"3706","stimsync: open-source hardware for behavioral and mri experiments"
"3707","stochastic hardware implementation of liquid state machines"
"3708","stochastic hardware implementation of liquid state machines"
"3709","storing live sensor data to the platforms of internet of things (iot) using arduino and associated microchips"
"3710","storytelling with open hardware: interactive animation learning
framework"
"3711","straight-line-trajectory-based x-ray tomographic imaging for security
inspections: system design, image reconstruction and preliminary results"
"3712","straight-line-trajectory-based x-ray tomographic imaging for security inspections: system design, image reconstruction and preliminary results"
"3713","strengthening engineering design skills of first-year university students under resources constraints"
"3714","structural damage continuous monitoring by using a data driven approach
based on principal component analysis and cross-correlation analysis"
"3715","structural damage continuous monitoring by using a data driven approach based on principal component analysis and cross-correlation analysis"
"3716","student designed canbus simulator used as teaching aid in autotronics
course"
"3717","student designed canbus simulator used as teaching aid in autotronics course"
"3718","study of led thermal resistance and tim evaluation using leds with
built-in sensor"
"3719","study of led thermal resistance and tim evaluation using leds with built-in sensor"
"3720","study of low-cost silicon based thin film solar cells"
"3721","study of power system protection devices based on automation open hardware platform"
"3722","study on cable fault location based on fast identification of starting
point of reflection wave"
"3723","study on cable fault location based on fast identification of starting point of reflection wave"
"3724","study on disaster management of academic libraries"
"3725","study on open equipment condition monitoring and fault diagnosis system
based on internet"
"3726","subject independent emg analysis by using low-cost hardware"
"3727","subject independent emg analysis by using low-cost hardware"
"3728","submicrometer resolution hyperspectral quantum rod thermal imaging of
microelectronic devices"
"3729","subpixel unsynchronized unstructured light"
"3730","subscale flight testing of a generic fighter aircraft"
"3731","substituting sodium hydrosulfite with sodium metabisulfite improves
long-term stability of a distributable paper-based test kit for
point-of-care screening for sickle cell anemia"
"3732","substituting sodium hydrosulfite with sodium metabisulfite improves long-term stability of a distributable paper-based test kit for point-of-care screening for sickle cell anemia"
"3733","suggestions for low-cost equipment for physical geography ii: field
equipment"
"3734","super-resolution-based magnification of endothelium cells from
biomicroscope videos of the cornea"
"3735","super-resolution-based magnification of endothelium cells from biomicroscope videos of the cornea"
"3736","supporting medical house-call by expanding bedside in-vitro point of
care test-range and attaining respiratory sounds' visualization"
"3737","supporting medical house-call by expanding bedside in-vitro point of care test-range and attaining respiratory sounds' visualization"
"3738","surface haptic interactions with a tpad tablet"
"3739","surface scanning device using ultrasound transducers"
"3740","surface scanning device using ultrasound transducers"
"3741","survey about the utilization of open source arduino for control and measurement systems in advanced scenarios. application to smart micro-grid and its digital replica"
"3742","sustainable solar headlamp: an open source consumer medical device"
"3743","sustainable solar headlamp: an open source consumer medical device"
"3744","swarm technology for search and rescue through multi-sensor
multi-viewpoint target identification"
"3745","sweeping filter technique for frequency analysis"
"3746","sweeping filters and tooth rotation energy estimation (tree) techniques
for machine tool condition monitoring"
"3747","swipe your fingerprints! how biometric authentication simplifies payment, access and identity fraud"
"3748","switching pi speed control of a nonlinear laboratory dc micro-motor
using low-cost embedded control hardware and software"
"3749","switching pi speed control of a nonlinear laboratory dc micro-motor using low-cost embedded control hardware and software"
"3750","synchronization of hindmarsh rose neurons"
"3751","synchronization of hindmarsh rose neurons"
"3752","synchronization performance evaluation of reference clock connection
methods for ieee 1588 master clocks"
"3753","synchronization performance evaluation of reference clock connection methods for ieee 1588 master clocks"
"3754","synchronous finishing processes using a combination of grinding and
electrochemical smoothing on end-turning surfaces"
"3755","syringe pump created using 3d printing technology and arduino platform"
"3756","syringe pump created using 3d printing technology and arduino platform"
"3757","system and algorithms for accurate indoor tracking using low-cost
hardware"
"3758","system architecture for a distributed digital signage system in developing countries: leveraging open hardware, open source software, and open standards"
"3759","system of monitoring and automation of a rural pumping system, based on
wsn and plc"
"3760","system of monitoring and automation of a rural pumping system, based on wsn and plc [sistema de monitoreo y automatización de un sistema de bombeo rural, basado en wsn y plc]"
"3761","systems overview of ono a diy reproducible open source social robot"
"3762","systems overview of ono: a diy reproducible open source social robot"
"3763","t-frame: the design of a multiuser interactive wall"
"3764","take advantage of open-source hardware"
"3765","talkbox: a diy communication board case study"
"3766","talkbox: a diy communication board case study"
"3767","taming non-blocking caches to improve isolation in multicore real-time
systems"
"3768","taming non-blocking caches to improve isolation in multicore real-time systems"
"3769","tangible embedded linux"
"3770","target detection, tracking and avoidance system for low-cost uavs using ai-based approaches"
"3771","target tracking on embedded system"
"3772","tdrss narrow-band simulator and test system"
"3773","tdrss narrow-band simulator and test system"
"3774","teaching application development for rfid/zigbee networks using open source hardware"
"3775","teaching basic life support: a prospective randomized study on low-cost
training strategies in secondary schools"
"3776","teaching basic life support: a prospective randomized study on low-cost training strategies in secondary schools"
"3777","teaching environment for simulation and control of mechatronics systems"
"3778","teaching heterogeneous computing with system-level design methods"
"3779","teaching management system with applications of rfid and iot technology"
"3780","teaching management system with applications of rfid and iot technology"
"3781","teaching power electronics converter experiments that integrates fuzzy
logic approach"
"3782","teaching robotics software with the open hardware mobile manipulator"
"3783","teaching robotics software with the open hardware mobile manipulator"
"3784","teaching with open-source robotic manipulator"
"3785","teching/learning methods for embedded systems using copyleft hardware"
"3786","technical validation of artsens-an image free device for evaluation of
vascular stiffness"
"3787","technical validation of artsens-an image free device for evaluation of vascular stiffness"
"3788","techniques for bandwidth-efficient prefetching of linked data structures
in hybrid prefetching systems"
"3789","technology for one-shot instruction and beyond"
"3790","technology in education: the paths travelled to the current challenges"
"3791","technology in parkinson's disease: challenges and opportunities"
"3792","technology in parkinson's disease: challenges and opportunities"
"3793","telecare application and tools for older adults"
"3794","telecare application and tools for older adults"
"3795","telepresence robot using microsoft kinect sensor and video glasses"
"3796","test of an open hardware colorimeter"
"3797","test setup for static and dynamic measurements of an adaptive optics
integrated circuit with pixel arrays"
"3798","testbed for evaluating reference models of internet of things (iot)"
"3799","testbed for evaluating reference models of internet of things (iot)"
"3800","th-mod-te studio: making together for sharing whenever"
"3801","the alternative method for detecting dental caries using an open source
system arduino"
"3802","the application of fuzzy control in water tank level using arduino"
"3803","the application of gps on the buoy monitoring system"
"3804","the application of precisely controlled functional electrical
stimulation to the shoulder, elbow and wrist for upper limb stroke
rehabilitation: a feasibility study"
"3805","the application of precisely controlled functional electrical stimulation to the shoulder, elbow and wrist for upper limb stroke rehabilitation: a feasibility study"
"3806","the application research on mini-type magnetic resonance imaging
instrument"
"3807","the approach of black and white boxes for the teaching of embedded
systems"
"3808","the biosignal c.a.o.s.: reflections on the usability of physiological sensing for human-computer interaction practitioners and researchers"
"3809","the biosignal caos: reflections on the usability of physiological
sensing for human-computer interaction practitioners and researchers"
"3810","the black and white boxes approach for teaching embedded systems [el enfoque de cajas negra y blanca para la enseñanza de sistemas embebidos]"
"3811","the building and using aspects of an unmanned aerial surveying vehicle"
"3812","the caesar-api in the real world - towards a fair evaluation of hardware
caesar candidates"
"3813","the caesar-api in the real world - towards a fair evaluation of hardware caesar candidates"
"3814","the case for a portable open-source 3d ultrasound: issues, benefits, and
challenges"
"3815","the case for a portable open-source 3d ultrasound: issues, benefits, and challenges"
"3816","the ccl-parallax programmable badge: learning with low-cost, communicative wearable computers"
"3817","the complementarity of openness: how makerbot leveraged thingiverse in
3dprinting"
"3818","the complementarity of openness: how makerbot leveraged thingiverse in 3d printing"
"3819","the concept and design of an open integrated print charging system"
"3820","the concept and design of an open integrated print charging system"
"3821","the convergence of digital commons with local manufacturing from a
degrowth perspective: two illustrative cases"
"3822","the convergence of digital commons with local manufacturing from a degrowth perspective: two illustrative cases"
"3823","the debug environment of ti-rtos based on beaglebone black"
"3824","the design of an intelligent soccer-playing robot"
"3825","the design of an intelligent soccer-playing robot"
"3826","the design, implementation, and evaluation of a digital interactive
globe system integrated into an earth science course"
"3827","the design, implementation, and evaluation of a digital interactive globe system integrated into an earth science course"
"3828","the detuning effects of a wrist-worn antenna and design of a custom
antenna measurement system"
"3829","the development of an advanced it system dedicated to a photovoltaic pumping station"
"3830","the development of an open hardware and software system onboard unmanned
aerial vehicles to monitor concentrated solar power plants"
"3831","the development of an open hardware and software system onboard unmanned aerial vehicles to monitor concentrated solar power plants"
"3832","the development of underwater-drone equipped with 360-degree panorama camera in opensource hardware"
"3833","the disaster rescue robot design and implementation using open source"
"3834","the disaster rescue robot design and implementation using open source"
"3835","the effect of adc vertical resolution on the performance of an energy detection algorithm in cognitive radios"
"3836","the effect that auxiliary taxonomized auditory distractions have on a
p300 speller while utilising low fidelity equipment"
"3837","the effect that auxiliary taxonomized auditory distractions have on a p300 speller while utilising low fidelity equipment"
"3838","the emergence of open construction systems: a sustainable paradigm in
the construction sector"
"3839","the emergence of open construction systems: a sustainable paradigm in the construction sector?"
"3840","the face tracking system for rehabilitation robotics applications"
"3841","the face tracking system for rehabilitation robotics applications"
"3842","the fast pump, a low-cost, easy to fabricate, sla-3d-printed peristaltic pump for multi-channel systems in any lab"
"3843","the feasibility of a cloud-based low-cost environmental monitoring
system via open source hardware in greenhouses"
"3844","the feasibility of nurse practitioner-performed, telementored lung telesonography with remote physician guidance - 'a remote virtual mentor'"
"3845","the firefader design: simple, open-source, and reconfigurable haptics for musicians"
"3846","the firefader: simple, open-source, and reconfigurable haptic force
feedback for musicians"
"3847","the firefader: simple, open-source, and reconfigurable haptic force feedback for musicians"
"3848","the flexiscope: a low cost, flexible, convertible and modular microscope with automated scanning and micromanipulation"
"3849","the globe thermometer in comfort and environmental studies in buildings"
"3850","the globe thermometer in comfort and environmental studies in buildings"
"3851","the globe thermometer in comfort and environmental studies in buildings"
"3852","the hawaiian swell pilot experiment-evidence for lithosphere
rejuvenation from ocean bottom surface wave data"
"3853","the implementation of a hardware-in-the-loop simulator for an inverted pendulum system using open-source hardware"
"3854","the importance of open and frugal labware"
"3855","the influence of the maker movement on engineering and technology education"
"3856","the intelligent flexray safety monitoring platform based on the automotive hybrid topology network"
"3857","the intelligent weather station system based on arduino"
"3858","the internet of things: connecting the unconnected"
"3859","the lab-in-a-box project: an arduino compatible signals and electronics
teaching system"
"3860","the lab-in-a-box project: an arduino compatible signals and electronics teaching system"
"3861","the life cycle of a radiosonde"
"3862","the life cycle of a radiosonde"
"3863","the maker movement has small beginnings but could alter the way we think of mass production"
"3864","the manyears open framework"
"3865","the manyears open framework: microphone array open software and open hardware system for robotic applications"
"3866","the mesospim initiative: open-source light-sheet microscopes for imaging
cleared tissue"
"3867","the mesospim initiative: open-source light-sheet microscopes for imaging cleared tissue"
"3868","the most important open technologies for design of cost efficient
automation systems"
"3869","the most important open technologies for design of cost efficient automation systems"
"3870","the motion assistant: engineering a bluetooth-enabled power wheelchair"
"3871","the motion assistant: engineering a bluetooth-enabled power wheelchair"
"3872","the multiple path protection of dwdm backbone optical networks"
"3873","the nao backpack: an open-hardware add-on for fast software development
with the nao robot"
"3874","the nao backpack: an open-hardware add-on for fast software development with the nao robot"
"3875","the open academic robot kit: lowering the barrier of entry for research into response robotics"
"3876","the open traceable time platform : open source software and hardware for dissemination of traceable time and frequency"
"3877","the open traceable time platform and its application in finance and telecommunications"
"3878","the openpmu platform for open-source phasor measurements"
"3879","the openpmu platform for open-source phasor measurements"
"3880","the path less taken: a fast variational approach for scene segmentation
used for closed loop control"
"3881","the path less taken: a fast variational approach for scene segmentation used for closed loop control"
"3882","the pi-puck extension board: a raspberry pi interface for the e-puck
robot platform"
"3883","the pi-puck extension board: a raspberry pi interface for the e-puck robot platform"
"3884","the pixhawk open-source computer vision framework for mavs"
"3885","the potential of ambient intelligence to deliver interactive context-aware affective educational support through recommendations"
"3886","the potential of ambient intelligence to deliver interactive context-aware affective educational support through recommendations"
"3887","the potential of low-cost uavs and open-source photogrammetry software
for high-resolution monitoring of alpine glaciers: a case study from the
kanderfirn (swiss alps)"
"3888","the potential of low-cost uavs and open-source photogrammetry software for high-resolution monitoring of alpine glaciers: a case study from the kanderfirn (swiss alps)"
"3889","the rc circuit with an olympic twist"
"3890","the realization of small cluster parallel computing environment for
college education"
"3891","the realization of small cluster parallel computing environment for college education"
"3892","the research for open source hardware used in embedded specialty"
"3893","the research on hadoop and cloud computing-based mass data storage model
of computation"
"3894","the research on hadoop and cloud computing-based mass data storage model of computation"
"3895","the role of photography in dermatology research"
"3896","the role of roller speed on solidification of al-mg-si alloy during twin roll strip casting"
"3897","the smarts_museum_v1: an open hardware device for remote monitoring of cultural heritage indoor environments"
"3898","the solid-liquid separation characteristics of pure licl-kcl eutectic
salt using different types of crucibles"
"3899","the solid-liquid separation characteristics of pure licl-kcl eutectic salt using different types of crucibles"
"3900","the study of pulse interval modulation in wireless laser communication
system"
"3901","the use of microcontrollers for non-programmers: a review on the state
of the art"
"3902","the use of open source software in an advanced autonomous surface vehicle competition"
"3903","the use of open-source hardware and software in low-cost geotechnical sensors: a strain-gauge logger and a tilt-test machine"
"3904","the use of working prototypes for participatory design with people with
disabilities"
"3905","the use of working prototypes for participatory design with people with disabilities"
"3906","theft vehicle scheme using cloud computing techniques"
"3907","theorizing innovation communities"
"3908","thermal desorption modulation for comprehensive two-dimensional gas
chromatography using a simple and inexpensive segmented-loop fluidic
interface"
"3909","thermal desorption modulation for comprehensive two-dimensional gas chromatography using a simple and inexpensive segmented-loop fluidic interface"
"3910","thermal pyranometer using the open hardware arduino platform"
"3911","thermal pyranometer using the open hardware arduino platform"
"3912","three layers of openness in design: examining the open paradigm in
design research"
"3913","three layers of openness in design: examining the open paradigm in design research"
"3914","three-dimensional modeling of coastal boulders using multi-view image
measurements"
"3915","three-dimensional modeling of coastal boulders using multi-view image measurements"
"3916","three-dimensional printing of complex biological structures by freeform
reversible embedding of suspended hydrogels"
"3917","three-dimensional printing of complex biological structures by freeform reversible embedding of suspended hydrogels"
"3918","three-dimensional printing physiology laboratory technology"
"3919","three-dimensional printing physiology laboratory technology"
"3920","three-dimensional surface reconstruction for cartridge cases using
photometric stereo"
"3921","thyroid and parathyroid office based ultrasonography - review article"
"3922","thyroid and parathyroid office based ultrasonography- review article"
"3923","time and clock synchronization with afck for cbm"
"3924","time and clock synchronization with afck for cbm"
"3925","time as a service: white rabbit at cern"
"3926","time calibration of thermal rolling shutter infrared cameras"
"3927","time calibration of thermal rolling shutter infrared cameras"
"3928","time series data storage system based on big data technologies:
architecture and implementation"
"3929","time series data storage system based on big data technologies: architecture and implementation"
"3930","time-domain fitting of battery electrochemical impedance models"
"3931","time-domain fitting of battery electrochemical impedance models"
"3932","timeline: an operating system abstraction for time-aware applications"
"3933","timeline: an operating system abstraction for time-aware applications"
"3934","tinynose, an auxiliary smart gas sensor for rfid tag in vegetables
ripening monitoring during refrigerated cargo transport"
"3935","tinynose, an auxiliary smart gas sensor for rfid tag in vegetables ripening monitoring during refrigerated cargo transport"
"3936","tl-hls: methodology for low cost hardware trojan security aware
scheduling with optimal loop unrolling factor during high level
synthesis"
"3937","tl-hls: methodology for low cost hardware trojan security aware scheduling with optimal loop unrolling factor during high level synthesis"
"3938","tl-osr, a low cost mobile robot with open-source technology based on
sensor fusion"
"3939","tl-osr, a low cost mobile robot with open-source technology based on sensor fusion"
"3940","tomrobot: a low-cost robot for manet testbed"
"3941","tomrobot: a low-cost robot for manet testbed"
"3942","tools for diy site-testing"
"3943","tools for in-circuit testing of on-line content processing hardware"
"3944","tools for public participation in science: design and dissemination of open-science hardware"
"3945","tools for safety inspection and management of road networks"
"3946","tools for safety inspection and management of road networks"
"3947","topcore open modular platform for real-time control of experimental
setups"
"3948","topcore open modular platform for real-time control of experimental setups"
"3949","topology shaping for time synchronization in wireless sensor networks"
"3950","topology shaping for time synchronization in wireless sensor networks"
"3951","toward an audio digital library 2.0: smash, a social music archive of
shellac phonographic discs"
"3952","toward dependable embedded model predictive control"
"3953","toward dependable embedded model predictive control"
"3954","toward model-based requirement engineering tool support"
"3955","toward model-based requirement engineering tool support"
"3956","toward open source cubesat design"
"3957","toward open source cubesat design"
"3958","toward open-source hardware and software for the mining industry: a case
study of low-cost environmental monitoring system for non-metallic
underground mines"
"3959","toward open-source hardware and software for the mining industry: a case study of low-cost environmental monitoring system for non-metallic underground mines"
"3960","toward requirements engineering of cyber-physical systems: modeling
cubesat"
"3961","toward requirements engineering of cyber-physical systems: modeling cubesat"
"3962","towards a generic architecture for building modular cps as applied to
mobile robotics"
"3963","towards a generic architecture for building modular cps as applied to mobile robotics"
"3964","towards a new methodology to evaluate the environmental impact of a
marine outfall using a lightweight auv"
"3965","towards a new methodology to evaluate the environmental impact of a marine outfall using a lightweight auv"
"3966","towards air quality estimation using collected multimodal environmental data"
"3967","towards an advanced virtual ultrasound-guided renal biopsy trainer"
"3968","towards an advanced virtual ultrasound-guided renal biopsy trainer"
"3969","towards attractive stem education by using open source hardware and software"
"3970","towards cyber-physical requirement engineering elicitation tool support"
"3971","towards cyber-physical requirement engineering elicitation tool support"
"3972","towards education alternatives to teaching and learning of programming:
a course experience using open hardware tools"
"3973","towards education alternatives to teaching and learning of programming: a course experience using open hardware tools"
"3974","towards national policy for open source hardware research: the case of
finland"
"3975","towards national policy for open source hardware research: the case of finland"
"3976","towards open design: the emergent face of engineering"
"3977","towards open-hw: a platform to design, share and deploy fpga accelerators in low cost"
"3978","towards robust reprogrammability for wireless sensors"
"3979","towards secure elements for trusted transactions in blockchain and
blochchain iot (biot) platforms"
"3980","towards secure elements for trusted transactions in blockchain and blochchain iot (biot) platforms. invited paper"
"3981","towards self-alignment with copper pillars"
"3982","towards self-alignment with copper pillars"
"3983","towards standardized wound imaging self-calibrating consumer hardware
based on lattice detection on color reference cards"
"3984","towards standardized wound imaging: self-calibrating consumer hardware based on lattice detection on color reference cards"
"3985","towards the integration between iot and cloud computing: an approach for
the secure self-configuration of embedded devices"
"3986","towards the integration between iot and cloud computing: an approach for the secure self-configuration of embedded devices"
"3987","towards the use of super-resolution in biomedical systems-on-chip"
"3988","towards wireless highly sensitive capacitive strain sensors based on
gold colloidal nanoparticles"
"3989","towards wireless highly sensitive capacitive strain sensors based on gold colloidal nanoparticles"
"3990","tracking a table tennis ball for umpiring purposes"
"3991","tracking a table tennis ball for umpiring purposes"
"3992","traffic sign recognition with yrobot and raspberrypi - teaching through
experience"
"3993","training set design for smart grids and scada co-simulations"
"3994","training set design for smart grids and scada co-simulations"
"3995","trajectory generation of a two-wheeled mobile robot in an uncertain
environment"
"3996","trajectory generation of a two-wheeled mobile robot in an uncertain environment"
"3997","trajectory planning and fuzzy control for perpendicular parking"
"3998","trajectory planning and fuzzy control for perpendicular parking"
"3999","transient switching control strategy from regenerative braking to
anti-lock braking with a semi-brake-by-wire system"
"4000","transient switching control strategy from regenerative braking to anti-lock braking with a semi-brake-by-wire system"
"4001","trazador de curvas i-v de código abierto para monitoreo de rendimiento de paneles fotovoltaicos en bolivia"
"4002","trends in active and assisted living - open hardware architecture, human
data interpretation, intervention and assistance"
"4003","trends in active and assisted living – open hardware architecture, human data interpretation, intervention and assistance"
"4004","triple-play and 60-ghz radio-over-fiber techniques for next-generation
optical access networks"
"4005","turbo-machinery"
"4006","turning the internet of (my) things into a remote controlled laboratory"
"4007","turning the internet of (my) things into a remote controlled laboratory"
"4008","tutorial: shakti processors: an open-source hardware initiative"
"4009","tv white spaces, i presume? the quest for tvws in malawi and zambia"
"4010","tv white spaces, i presume? the quest for tvws in malawi and zambia"
"4011","two demos using senslab: very large scale open wsn testbed"
"4012","two new heuristic approaches for optimal path calculation on occupancy grid map"
"4013","uas for positioning and field mapping using lidar and imu sensors data: kalman filtering and integration"
"4014","uav attitude estimation based on the dual filtering methods"
"4015","uav attitude estimation based on the dual filtering methods"
"4016","uav wildlife radiotelemetry: system and methods of localization"
"4017","ubiquitous agents for ambient ecologies"
"4018","ubiquitous agents for ambient ecologies"
"4019","uhf satellite broadcast to palm-top receiver display - a last mile
solution"
"4020","ultra low-cost adaptations of electro-mechanical impedance technique for
structural health monitoring"
"4021","ultraino: an open phased-array system for narrowband airborne ultrasound
transmission"
"4022","ultraino: an open phased-array system for narrowband airborne ultrasound transmission"
"4023","undermined by overhead accounting"
"4024","understanding community behaviors in for-profit open source hardware projects"
"4025","understanding soft error propagation using efficient
vulnerability-driven fault injection"
"4026","understanding soft error propagation using efficient vulnerability-driven fault injection"
"4027","underwater acoustic distance measurement using fast fourier transform
overlap"
"4028","underwater acoustic distance measurement using fast fourier transform overlap"
"4029","underwater marine domain awareness for first responders - a low cost
approach"
"4030","underwater-drone with panoramic camera for automatic fish recognition
based on deep learning"
"4031","underwater-drone with panoramic camera for automatic fish recognition based on deep learning"
"4032","unified low cost crypto architecture accelerating rsa/sha-1 for security
processor"
"4033","uniformity in patterns imprinted using photo-curable liquid polymer"
"4034","universal arduino-based experimenting system to support teaching of natural sciences"
"4035","universal large scale sensor network"
"4036","unmanned aerial systems for photogrammetry and remote sensing: a review"
"4037","unmanned aerial systems for photogrammetry and remote sensing: a review"
"4038","unobtrusive low-cost physiological monitoring using visual information"
"4039","unusual application of the x3step controller"
"4040","upon the shoulders of giants: open-source hardware and software in
analytical chemistry"
"4041","upon the shoulders of giants: open-source hardware and software in analytical chemistry"
"4042","urban accessibility issues: techno-scientific democratizations at the documentation interface"
"4043","urban sprawl as a factor of vulnerability to climate change: monitoring land cover change in dar es salaam"
"4044","urbanbox: a low cost end-to-end platform for smart city sensing"
"4045","use of ""arduino"" open source hardware for solenoid device actuation in flow analysis systems [uso de hardware de código fonte aberto ""arduino"" para acionamento de dispositivo solenoide em sistemas de análises em fluxo]"
"4046","use of ``arduino'' open source hardware for solenoid device actuation
in flow analysis systems"
"4047","use of deep learning for position estimation and control of soft glove"
"4048","use of deep learning for position estimation and control of soft glove"
"4049","use of open source hardware and software platforms to quantify
spectrally dependent differences in photochemical efficiency and
functional absorption cross section within the dinoflagellate
symbiodinium spp."
"4050","use of open source hardware and software platforms to quantify spectrally dependent differences in photochemical efficiency and functional absorption cross section within the dinoflagellate symbiodinium spp"
"4051","use of the arduino platform for a junior-level undergraduate
microprocessors course"
"4052","use of the arduino platform in fundamentals of engineering"
"4053","user centric networking and services: part i [guest editorial]"
"4054","user-led design in the urban/domestic environment"
"4055","user-led design in the urban/domestic environment"
"4056","using a low-cost open source hardware development platform in teaching young students programming skills"
"4057","using a recursive rational filter to enhance color images"
"4058","using an arduino seismograph to raise awareness of earthquake hazard
through a multidisciplinary approach"
"4059","using an arduino seismograph to raise awareness of earthquake hazard through a multidisciplinary approach"
"4060","using an arduino-based low-cost daq in science teacher training"
"4061","using an open source platform to manage ehv substation protective relays"
"4062","using flatbed scanners in the undergraduate optics laboratory-an example
of frugal science"
"4063","using frame similarity for low energy software-only iot video recognition"
"4064","using ir array mlx90640 to build an iot solution for all and security smart systems"
"4065","using low-cost hardware to teach mechatronics in a project-based
university course"
"4066","using low-cost open source hardware to control puma560 motors"
"4067","using low-cost open source hardware to control puma560 motors"
"4068","using low-cost virtual reality simulation to build surgical capacity for
cervical cancer treatment"
"4069","using low-cost virtual reality simulation to build surgical capacity for cervical cancer treatment"
"4070","using open hardware in a harsh environment: a case study"
"4071","using open hardware in a harsh environment: a case study"
"4072","using open source hardware to construct diagnostic devices for the
developing world"
"4073","using open source on multiparametric measuring system of shooting"
"4074","using open-source hardware to support disadvantaged communications"
"4075","using open-source hardware to support disadvantaged communications"
"4076","using planar point correspondence to calibrate camera arrays for light field acquisition"
"4077","using the basys-3 trainer to support vhdl in digital logic fundamentals
course"
"4078","using the basys-3 trainer to support vhdl in digital logic fundamentals course"
"4079","using the internet of things to monitor human and animal uses of industrial linear features"
"4080","uso de hardware de código fonte aberto &quot;arduino&quot; para acionamento de dispositivo solenoide em sistemas de análises em fluxo"
"4081","utilization of remote experimentation in mobile devices for education"
"4082","uvx control system: an approach with beaglebone black"
"4083","v-touch: markerless laser-based interactive surface"
"4084","v-touch: markerless laser-based interactive surface"
"4085","validation of low-cost eye tracking setup for smooth pursuit application"
"4086","validation of low-cost eye tracking setup for smooth pursuit application"
"4087","validation of multibody modeling and simulation using an instrumented
bicycle: from the computer to the road"
"4088","validation of multibody modeling and simulation using an instrumented bicycle: from the computer to the road"
"4089","validation of photo-ecg for remote ecg analysis"
"4090","validation of photo-ecg for remote ecg analysis"
"4091","validez y fiabilidad del uso de cronómetros y análisis de vídeo para evaluar el tiempo del line drill test"
"4092","value creation in open-source hardware communities: case study of open
source ecology"
"4093","value creation in open-source hardware communities: case study of open source ecology"
"4094","vdiff: a program differencing algorithm for verilog hardware description
language"
"4095","vdiff: a program differencing algorithm for verilog hardware description language"
