"","x"
"3467","roficom - first open-hardware connector for metamorphic robots"
"3468","role of open hardware and iot in home automation: a case study"
"3469","romaa-ii, an open architecture mobile robot"
"3470","romaa-ii, an open architecture mobile robot"
"3471","room temperature notification device"
"3472","rosflight: a lightweight, inexpensive mav research and development tool"
"3473","rosflight: a lightweight, inexpensive mav research and development tool"
"3474","rosmotic: a scalable smart home for blind people controlled with an app"
"3475","rosmotic: a scalable smart home for blind people controlled with an app."
"3476","routine clinical application of virtual reality in abdominal surgery"
"3477","routine clinical application of virtual reality in abdominal surgery"
"3478","rpbp: rapid-prototyped remote-brain biped with 3d perception"
"3479","run-time monitoring of a rover: mde research with open source software and low-cost hardware"
"3480","run-time-reconfigurable multi-precision floating-point matrix multiplier intellectual property core on fpga"
"3481","run-time-reconfigurable multi-precision floating-point matrix multiplierintellectual property core on fpga"
"3482","safe energy savings through context-aware hot water demand prediction"
"3483","safe energy savings through context-aware hot water demand prediction"
"3484","safe motor controller in a mixed-critical environment with runtime updating capabilities"
"3485","safe motor controller in a mixed-critical environment with runtimeupdating capabilities"
"3486","saft: firefighting environment recognition improvement for firefighters"
"3487","sambaza watts: a nano-grid for accessing and sharing energy"
"3488","sampled-data h∞ fuzzy observer design under time-varying sampling rates and its applications to the attitude and heading reference system"
"3489","satellite services for disaster management and security applications"
"3490","satellite-based wireless sensor development and deployment studies for surface wave testing"
"3491","satellite-based wireless sensor development and deployment studies forsurface wave testing"
"3492","scalable distributed memory embedded system with a low-cost hardwaremessage passing interface"
"3493","scalar measurement-based algorithm for automated filter tuning ofintegrated chebyshev tunable filters"
"3494","scale space-based capillary detection to determine capillary density and avascular in nailfold capillary images using usb digital microscope"
"3495","scale space-based capillary detection to determine capillary density andavascular in nailfold capillary images using usb digital microscope"
"3496","scan-free grazing emission xrf measurements in the laboratory using a ccd"
"3497","scan-free grazing emission xrf measurements in the laboratory using accd"
"3498","scanning long-wave optical test system - a new ground optical surfaceslope test system"
"3499","scheduling for ieee802.15.4-tsch and slow channel hopping mac in low power industrial wireless networks: a survey"
"3500","scheduling for ieee802.15.4-tsch and slow channel hopping mac in lowpower industrial wireless networks: a survey"
"3501","scilab on cloud and textbook companion project: a web 2.0 service for open source education"
"3502","scilab on cloud and textbook companion project: a web 2.0 service foropen source education"
"3503","script-based simple programming toolkit for open source hardware"
"3504","sdr-based network impersonation attack in gsm-compatible networks"
"3505","sdr-based network impersonation attack in gsm-compatible networks"
"3506","seawater desalination using electrodialysis process"
"3507","seawater desalination using electrodialysis process"
"3508","sectioning-based admm imaging for fast node communication with a compressive antenna"
"3509","sectioning-based admm imaging for fast node communication with acompressive antenna"
"3510","secube (tm): an open-source security platform in a single soc"
"3511","secube™: an open-source security platform in a single soc"
"3512","secure multiple access based on multicarrier cdma with induced random flipping"
"3513","secure multiple access based on multicarrier cdma with induced randomflipping"
"3514","secure wireless data link for low-cost telemetry and telecommandapplications"
"3515","security refresh: prevent malicious wear-out and increase durability forphase-change memory with dynamically randomized address mapping"
"3516","selecting a synthesizable risc-v processor core for low-cost hardware devices"
"3517","selecting a synthesizable risc-v processor core for low-cost hardwaredevices"
"3518","selection of cost-effective prime source towards possible uses in fog computing"
"3519","selection of cost-effective prime source towards possible uses in fogcomputing"
"3520","self-callibrating online wearout detection"
"3521","self-repairing decentralized control system based on living organisms"
"3522","self-sustainable monitoring station for extreme environments (s3me2): design and validation"
"3523","self-sustainable monitoring station for f,xtreme environments (s3me2):design and validation"
"3524","self-synchronized fast reflectance acquisition"
"3525","self-synchronized fast reflectance acquisition"
"3526","semarbeta: mobile sketch-gesture-video remote support for car drivers"
"3527","semi-solid aluminum alloy slurry prepared by intermediate frequency electromagnetic oscillation"
"3528","semi-solid aluminum alloy slurry prepared by intermediate frequencyelectromagnetic oscillation"
"3529","senora: a p2p service-oriented framework for collaborative multirobotsensor networks"
"3530","sense and avoid airborne radar implementations on a low-cost weather radar platform"
"3531","sense and avoid airborne radar implementations on a low-cost weatherradar platform"
"3532","sensing of three phase pwm voltages using analog circuits"
"3533","sensor development using berkeley mote platform"
"3534","sensor fusion for simple walking robot using low-level implementation of extended kalman filter"
"3535","sensor fusion for simple walking robot using low-level implementation ofextended kalman filter"
"3536","sensor'bottleneck' and a design of low-cost pressure sensor"
"3537","sensornets 2014 - proceedings of the 3rd international conference on sensor networks"
"3538","sensors 2.0: how open hardware and software empower learning communities"
"3539","sensotube: a scalable hardware design architecture for wireless sensors and actuators networks nodes in the agricultural domain"
"3540","sensotube: a scalable hardware design architecture for wireless sensorsand actuators networks nodes in the agricultural domain"
"3541","senviro: a sensorized platform proposal using open hardware and open standards"
"3542","senviro: a sensorized platform proposal using open hardware and openstandards"
"3543","sequential injection determination of nitrate in vegetables byspectrophotometry with inline cadmium reduction"
"3544","series dc arc fault detection based on ensemble machine learning"
"3545","series dc arc fault detection based on ensemble machine learning"
"3546","shadow checker (sc): a low-cost hardware scheme for online detection offaults in small memory structures of a microprocessor"
"3547","shaping streamflow using a real-time stormwater control network"
"3548","shaping streamflow using a real-time stormwater control network"
"3549","sharing open hardware through rop, the robotic open platform"
"3550","sharing open hardware through rop, the robotic open platform"
"3551","shear wave velocity in surface sediments"
"3552","shores: software and hardware open repository for embedded systems"
"3553","shores: software and hardware open repository for embedded systems"
"3554","shortest processing time scheduling to reduce traffic congestion in dense urban areas"
"3555","shortest processing time scheduling to reduce traffic congestion indense urban areas"
"3556","should open-source technology be used in design education?"
"3557","shoulder angel: an open platform for reprogramming wayward wireless sensors"
"3558","shoulder angel: an open platform for reprogramming wayward wirelesssensors"
"3559","shoulder-surfing safe login in a partially observable attacker model"
"3560","shybo. an open-source low-anthropomorphic robot for children"
"3561","side-channel attacks on the yubikey 2 one-time password generator"
"3562","side-channel attacks on the yubikey 2 one-time password generator"
"3563","siggraph asia 2014 designing tools for crafting interactive artifacts, siggraph asia 2014"
"3564","sigite 2013 - proceedings of the 2013 acm sigite annual conference on information technology education"
"3565","signal frequency measurement by rational approximations"
"3566","simple absorbance-based assays for ultra-high throughput screening"
"3567","simple and inexpensive hardware and software method to measure volumechanges in xenopus oocytes expressing aquaporins"
"3568","simple and low-cost heartbeat-based dual modular redundant systems for wireless sensor networks"
"3569","simple and low-cost heartbeat-based dual modular redundant systems forwireless sensor networks"
"3570","simple modeling of photovoltaic solar cells for indoor harvesting applications"
"3571","simple modeling of photovoltaic solar cells for indoor harvestingapplications"
"3572","simplified occupancy grid indoor mapping optimized for low-cost robots"
"3573","simplified occupancy grid indoor mapping optimized for low-cost robots"
"3574","simulating quadrotor dynamics using imported cad data"
"3575","simulation and implementation of a lowcost platform to improve the quality of biological images"
"3576","simulation and optimization of thermal field during continuousconstrained rheo-rolling of az31 alloy"
"3577","simulation of a grid network with virtual machines to create a learningenvironment of high performance computing"
"3578","simulation of mobile robot applications with virtualrobot"
"3579","simultaneous determination of beta-lactamic antibiotics by a newhigh-performance low-pressure chromatographic system using amultisyringe burette coupled to a monolithic column (msc)"
"3580","simultaneous determination of vitamin b 1 and b 2 in complex cereal foods, by reverse phase isocratic hplc-uv"
"3581","simultaneous determination of vitamin b-1 and b-2 in complex cerealfoods, by reverse phase isocratic hplc-uv"
"3582","sincx: an open sourced intuitive, single handed interaction controller"
"3583","sincx: an open sourced intuitive, single handed interaction controller"
"3584","single lens 3d-camera with extended depth-of-field"
"3585","single lens 3d-camera with extended depth-of-field"
"3586","single neural adaptive pid control for small uav micro-turbojet engine"
"3587","single neural adaptive pid control for small uav micro-turbojet engine"
"3588","single-channel, steady state visually evoked potential-based brain computer interface: a proof of principle for biomedical daily use"
"3589","single-frequency and single-sensor three-dimensional microwave imaging using programmable metasurface"
"3590","single-frequency and single-sensor three-dimensional microwave imagingusing programmable metasurface"
"3591","single-shot and single-sensor high/super-resolution microwave imaging based on metasurface"
"3592","single-shot and single-sensor high/super-resolution microwave imagingbased on metasurface"
"3593","size, morphology and optical properties of titanium-based colloidalnanoparticles prepared by dc electrical arc discharge in differentliquids"
"3594","sketching: a way to introduce physical computing to academics ininformation technology"
"3595","slam-based autonomous wheelchair navigation system for aal scenarios"
"3596","slam-based autonomous wheelchair navigation system for aal scenarios"
"3597","sleep evaluation device for home-care"
"3598","small scale spatial heterogeneity of normalized difference vegetation indices (ndvis) and hot spots of photosynthesis in biological soil crusts"
"3599","small scale spatial heterogeneity of normalized difference vegetationindices (ndvis) and hot spots of photosynthesis in biological soilcrusts"
"3600","small-scale and household methods to remove arsenic from water for drinking purposes in latin america"
"3601","small-scale and household methods to remove arsenic from water fordrinking purposes in latin america"
"3602","smart e-bike monitoring system: real-time open source and open hardware gps assistance and sensor data for electrically-assisted bicycles"
"3603","smart e-bike monitoring system: real-time open source and open hardwaregps assistance and sensor data for electrically-assisted bicycles"
"3604","smart energy monitoring using off-the-shelf hardware and software tools"
"3605","smart farming iot platform based on edge and cloud computing"
"3606","smart farming iot platform based on edge and cloud computing"
"3607","smart grids co-simulations with low-cost hardware"
"3608","smart grids co-simulations with low-cost hardware"
"3609","smart home automation with linux and raspberry pi"
"3610","smart home security application enabled by iot:: using arduino, raspberry pi, nodejs, and mongodb"
"3611","smart home system based on open source hardware development platform"
"3612","smart prepaid traffic fines system using rfid, iot and mobile app"
"3613","smart system for supporting the elderly in home environment"
"3614","smartsim: combination of vibro-vestibular wheelchair and curved pedestal of self-gravitational acceleration for road property and motion feedback"
"3615","smartsim: combination of vibro-vestibular wheelchair and curved pedestalof self-gravitational acceleration for road property and motion feedback"
"3616","smooth feedrate planning for continuous short line tool path with contour error constraint"
"3617","smooth feedrate planning for continuous short line tool path withcontour error constraint"
"3618","sms gateway interface - remote monitoring and controlling via gsm sms"
"3619","smune: a smart multisensor network based on embedded systems in iot environment"
"3620","smune: a smart multisensor network based on embedded systems in iotenvironment"
"3621","sniffi a portable development gas sensing embedded system"
"3622","sniffi: a portable development gas sensing embedded system"
"3623","snow loads on non-building structures"
"3624","soarex-8 suborbital experiments 2015 - a new paradigm for small spacecraft communication"
"3625","soarex-8 suborbital experiments 2015-a new paradigm for small spacecraftcommunication"
"3626","soc implementation of visual-inertial odometry for low-cost ground robots"
"3627","social platform innovation of open source hardware in south korea"
"3628","social platform innovation of open source hardware in south korea"
"3629","socialmesh: can networks of meshed smartphones ensure public access to twitter during an attack?"
"3630","socialmesh: can networks of meshed smartphones ensure public access totwitter during an attack?"
"3631","soeasy: a software framework for easy hardware control programming for diverse iot platforms"
"3632","soeasy: a software framework for easy hardware control programming fordiverse iot platforms"
"3633","software for the polishing technology for x-ray optical elementsubstrates using small-sized tools"
"3634","software- and hardware-in-the-loop verification of flight dynamics model and flight control simulation of a fixed-wing unmanned aerial vehicle"
"3635","software- and hardware-in-the-loop verification of flight dynamics modeland flight control simulation of a fixed-wing unmanned aerial vehicle"
"3636","software-based three-dimensional deconvolution microscopy of cytoskeletal proteins in cultured fibroblast using open-source software and open hardware"
"3637","software-based three-dimensional deconvolution microscopy ofcytoskeletal proteins in cultured fibroblast using open-source softwareand open hardware"
"3638","software-defined open access for flexible and service-oriented 5g deployment"
"3639","software-defined open access for flexible and service-oriented 5gdeployment"
"3640","software-defined optoelectronics: space and frequency diversity in heterodyne interferometry"
"3641","software-defined optoelectronics: space and frequency diversity inheterodyne interferometry"
"3642","solar purifier of the seawater, to ensure food security in social aspects of low income, who sit in coastal area and islands of ecuador"
"3643","solar tower power mockup for the assessment of advanced control techniques"
"3644","solar tower power mockup for the assessment of advanced controltechniques"
"3645","soldercubes: a self-soldering self-reconfiguring modular robot system"
"3646","soldercubes: a self-soldering self-reconfiguring modular robot system"
"3647","space-vector pwm with common-mode voltage elimination for multiphase drives"
"3648","space-vector pwm with common-mode voltage elimination for multiphasedrives"
"3649","specialized honeypots for scada systems"
"3650","specification of the geometric regularity model for fuzzy if-thenrule-based deinterlacing"
"3651","spectrum assignment in hardware-constrained cognitive radio iot networks under varying channel-quality conditions"
"3652","spectrum assignment in hardware-constrained cognitive radio iot networksunder varying channel-quality conditions"
"3653","spectrum sensing in full-duplex cognitive radio networks under hardware imperfections"
"3654","spectrum sensing in full-duplex cognitive radio networks under hardwareimperfections"
"3655","speed based classification of mechanomyogram using fuzzy logic"
"3656","speed based classification of mechanomyogram using fuzzy logic"
"3657","speed estimation of vehicles approaching an intersection: a digitalimage processing method"
"3658","speed of sound estimation for dual-stage virtual source ultrasound beamforming using point scatterers"
"3659","speed of sound estimation for dual-stage virtual source ultrasoundbeamforming using point scatterers"
"3660","spiderspec: a low-cost compact colorimeter with iot functionality"
"3661","spiderspec: a low-cost compact colorimeter with iot functionality"
"3662","spikeling: a low-cost hardware implementation of a spiking neuron for neuroscience teaching and outreach"
"3663","spikeling: a low-cost hardware implementation of a spiking neuron forneuroscience teaching and outreach"
"3664","spin-hall-effect-based stochastic number generator for parallel stochastic computing"
"3665","spin-hall-effect-based stochastic number generator for parallelstochastic computing"
"3666","sponsored libre research agreements to create free and open source software and hardware"
"3667","spray-on thin film pv solar cells: advances, potentials and challenges"
"3668","spray-on thin film pv solar cells: advances, potentials and challenges"
"3669","spurring innovation in spatial haptics: how open-source hardware can turn creativity loose"
"3670","squirlrob: a do it yourself arduino and smartphone hardware and softwareplatforms for robotics education"
"3671","stake: a coupled simulation environment for risc-v memory experiments"
"3672","stake: a coupled simulation environment for risc-v memory experiments"
"3673","start up of a mobile robot experimental platform with embedded hardware and free software"
"3674","start up of a mobile robot experimental platform with embedded hardwareand free software"
"3675","state of the art of earth observation instruments for small satellites"
"3676","statistical data acquisition via filtering url addresses with netfpga open source hardware platform [netfpga açik kaynak donanim platformu ile url adreslerini filtreleyerek istatiksel veri elde etme]"
"3677","statistical data acquisition via filtering url addresses with netfpgaopen source hardware platform"
"3678","steady ir methodology for leading edge impingement measurements"
"3679","steady ir methodology for leading edge impingement measurements"
"3680","steady-state performance optimization of a 500 khz photovoltaic module emulator"
"3681","steady-state performance optimization of a 500 khz photovoltaic module emulator"
"3682","steady-state performance optimization of a 500 khz photovoltaic moduleemulator"
"3683","steam turbine hardware in the loop simulation"
"3684","steam turbine hardware in the loop simulation"
"3685","stereo 3d presentation of ship structures using low cost hardware"
"3686","stiffness estimation in vision-based robotic grasping systems"
"3687","stiffness estimation in vision-based robotic grasping systems"
"3688","stimsync: open-source hardware for behavioral and mri experiments"
"3689","stimsync: open-source hardware for behavioral and mri experiments"
"3690","stochastic hardware implementation of liquid state machines"
"3691","stochastic hardware implementation of liquid state machines"
"3692","storing live sensor data to the platforms of internet of things (iot) using arduino and associated microchips"
"3693","storytelling with open hardware: interactive animation learningframework"
"3694","straight-line-trajectory-based x-ray tomographic imaging for security inspections: system design, image reconstruction and preliminary results"
"3695","straight-line-trajectory-based x-ray tomographic imaging for securityinspections: system design, image reconstruction and preliminary results"
"3696","strengthening engineering design skills of first-year university students under resources constraints"
"3697","structural damage continuous monitoring by using a data driven approach based on principal component analysis and cross-correlation analysis"
"3698","structural damage continuous monitoring by using a data driven approachbased on principal component analysis and cross-correlation analysis"
"3699","student designed canbus simulator used as teaching aid in autotronics course"
"3700","student designed canbus simulator used as teaching aid in autotronicscourse"
"3701","study of led thermal resistance and tim evaluation using leds with built-in sensor"
"3702","study of led thermal resistance and tim evaluation using leds withbuilt-in sensor"
"3703","study of low-cost silicon based thin film solar cells"
"3704","study of power system protection devices based on automation open hardware platform"
"3705","study on cable fault location based on fast identification of starting point of reflection wave"
"3706","study on cable fault location based on fast identification of startingpoint of reflection wave"
"3707","study on disaster management of academic libraries"
"3708","study on open equipment condition monitoring and fault diagnosis systembased on internet"
"3709","subject independent emg analysis by using low-cost hardware"
"3710","subject independent emg analysis by using low-cost hardware"
"3711","submicrometer resolution hyperspectral quantum rod thermal imaging ofmicroelectronic devices"
"3712","subpixel unsynchronized unstructured light"
"3713","subscale flight testing of a generic fighter aircraft"
"3714","substituting sodium hydrosulfite with sodium metabisulfite improves long-term stability of a distributable paper-based test kit for point-of-care screening for sickle cell anemia"
"3715","substituting sodium hydrosulfite with sodium metabisulfite improveslong-term stability of a distributable paper-based test kit forpoint-of-care screening for sickle cell anemia"
"3716","suggestions for low-cost equipment for physical geography ii: fieldequipment"
"3717","super-resolution-based magnification of endothelium cells from biomicroscope videos of the cornea"
"3718","super-resolution-based magnification of endothelium cells frombiomicroscope videos of the cornea"
"3719","supporting medical house-call by expanding bedside in-vitro point of care test-range and attaining respiratory sounds' visualization"
"3720","supporting medical house-call by expanding bedside in-vitro point ofcare test-range and attaining respiratory sounds' visualization"
"3721","surface haptic interactions with a tpad tablet"
"3722","surface scanning device using ultrasound transducers"
"3723","surface scanning device using ultrasound transducers"
"3724","survey about the utilization of open source arduino for control and measurement systems in advanced scenarios. application to smart micro-grid and its digital replica"
"3725","sustainable solar headlamp: an open source consumer medical device"
"3726","sustainable solar headlamp: an open source consumer medical device"
"3727","swarm technology for search and rescue through multi-sensormulti-viewpoint target identification"
"3728","sweeping filter technique for frequency analysis"
"3729","sweeping filters and tooth rotation energy estimation (tree) techniquesfor machine tool condition monitoring"
"3730","swipe your fingerprints! how biometric authentication simplifies payment, access and identity fraud"
"3731","switching pi speed control of a nonlinear laboratory dc micro-motor using low-cost embedded control hardware and software"
"3732","switching pi speed control of a nonlinear laboratory dc micro-motorusing low-cost embedded control hardware and software"
"3733","synchronization of hindmarsh rose neurons"
"3734","synchronization of hindmarsh rose neurons"
"3735","synchronization performance evaluation of reference clock connection methods for ieee 1588 master clocks"
"3736","synchronization performance evaluation of reference clock connectionmethods for ieee 1588 master clocks"
"3737","synchronous finishing processes using a combination of grinding andelectrochemical smoothing on end-turning surfaces"
"3738","syringe pump created using 3d printing technology and arduino platform"
"3739","syringe pump created using 3d printing technology and arduino platform"
"3740","system and algorithms for accurate indoor tracking using low-costhardware"
"3741","system architecture for a distributed digital signage system in developing countries: leveraging open hardware, open source software, and open standards"
"3742","system of monitoring and automation of a rural pumping system, based on wsn and plc [sistema de monitoreo y automatización de un sistema de bombeo rural, basado en wsn y plc]"
"3743","system of monitoring and automation of a rural pumping system, based onwsn and plc"
"3744","systems overview of ono a diy reproducible open source social robot"
"3745","systems overview of ono: a diy reproducible open source social robot"
"3746","t-frame: the design of a multiuser interactive wall"
"3747","take advantage of open-source hardware"
"3748","talkbox: a diy communication board case study"
"3749","talkbox: a diy communication board case study"
"3750","taming non-blocking caches to improve isolation in multicore real-time systems"
"3751","taming non-blocking caches to improve isolation in multicore real-timesystems"
"3752","tangible embedded linux"
"3753","target detection, tracking and avoidance system for low-cost uavs using ai-based approaches"
"3754","target tracking on embedded system"
"3755","tdrss narrow-band simulator and test system"
"3756","tdrss narrow-band simulator and test system"
"3757","teaching application development for rfid/zigbee networks using open source hardware"
"3758","teaching basic life support: a prospective randomized study on low-cost training strategies in secondary schools"
"3759","teaching basic life support: a prospective randomized study on low-costtraining strategies in secondary schools"
"3760","teaching environment for simulation and control of mechatronics systems"
"3761","teaching heterogeneous computing with system-level design methods"
"3762","teaching management system with applications of rfid and iot technology"
"3763","teaching management system with applications of rfid and iot technology"
"3764","teaching power electronics converter experiments that integrates fuzzylogic approach"
"3765","teaching robotics software with the open hardware mobile manipulator"
"3766","teaching robotics software with the open hardware mobile manipulator"
"3767","teaching with open-source robotic manipulator"
"3768","teching/learning methods for embedded systems using copyleft hardware"
"3769","technical validation of artsens-an image free device for evaluation of vascular stiffness"
"3770","technical validation of artsens-an image free device for evaluation ofvascular stiffness"
"3771","techniques for bandwidth-efficient prefetching of linked data structuresin hybrid prefetching systems"
"3772","technology for one-shot instruction and beyond"
"3773","technology in education: the paths travelled to the current challenges"
"3774","technology in parkinson's disease: challenges and opportunities"
"3775","technology in parkinson's disease: challenges and opportunities"
"3776","telecare application and tools for older adults"
"3777","telecare application and tools for older adults"
"3778","telepresence robot using microsoft kinect sensor and video glasses"
"3779","test of an open hardware colorimeter"
"3780","test setup for static and dynamic measurements of an adaptive opticsintegrated circuit with pixel arrays"
"3781","testbed for evaluating reference models of internet of things (iot)"
"3782","testbed for evaluating reference models of internet of things (iot)"
"3783","th-mod-te studio: making together for sharing whenever"
"3784","the alternative method for detecting dental caries using an open sourcesystem arduino"
"3785","the application of fuzzy control in water tank level using arduino"
"3786","the application of gps on the buoy monitoring system"
"3787","the application of precisely controlled functional electrical stimulation to the shoulder, elbow and wrist for upper limb stroke rehabilitation: a feasibility study"
"3788","the application of precisely controlled functional electricalstimulation to the shoulder, elbow and wrist for upper limb strokerehabilitation: a feasibility study"
"3789","the application research on mini-type magnetic resonance imaginginstrument"
"3790","the approach of black and white boxes for the teaching of embeddedsystems"
"3791","the biosignal c.a.o.s.: reflections on the usability of physiological sensing for human-computer interaction practitioners and researchers"
"3792","the biosignal caos: reflections on the usability of physiologicalsensing for human-computer interaction practitioners and researchers"
"3793","the black and white boxes approach for teaching embedded systems [el enfoque de cajas negra y blanca para la enseñanza de sistemas embebidos]"
"3794","the building and using aspects of an unmanned aerial surveying vehicle"
"3795","the caesar-api in the real world - towards a fair evaluation of hardware caesar candidates"
"3796","the caesar-api in the real world - towards a fair evaluation of hardwarecaesar candidates"
"3797","the case for a portable open-source 3d ultrasound: issues, benefits, and challenges"
"3798","the case for a portable open-source 3d ultrasound: issues, benefits, andchallenges"
"3799","the ccl-parallax programmable badge: learning with low-cost, communicative wearable computers"
"3800","the complementarity of openness: how makerbot leveraged thingiverse in 3d printing"
"3801","the complementarity of openness: how makerbot leveraged thingiverse in3dprinting"
"3802","the concept and design of an open integrated print charging system"
"3803","the concept and design of an open integrated print charging system"
"3804","the convergence of digital commons with local manufacturing from a degrowth perspective: two illustrative cases"
"3805","the convergence of digital commons with local manufacturing from adegrowth perspective: two illustrative cases"
"3806","the debug environment of ti-rtos based on beaglebone black"
"3807","the design of an intelligent soccer-playing robot"
"3808","the design of an intelligent soccer-playing robot"
"3809","the design, implementation, and evaluation of a digital interactive globe system integrated into an earth science course"
"3810","the design, implementation, and evaluation of a digital interactiveglobe system integrated into an earth science course"
"3811","the detuning effects of a wrist-worn antenna and design of a customantenna measurement system"
"3812","the development of an advanced it system dedicated to a photovoltaic pumping station"
"3813","the development of an open hardware and software system onboard unmanned aerial vehicles to monitor concentrated solar power plants"
"3814","the development of an open hardware and software system onboard unmannedaerial vehicles to monitor concentrated solar power plants"
"3815","the development of underwater-drone equipped with 360-degree panorama camera in opensource hardware"
"3816","the disaster rescue robot design and implementation using open source"
"3817","the disaster rescue robot design and implementation using open source"
"3818","the effect of adc vertical resolution on the performance of an energy detection algorithm in cognitive radios"
"3819","the effect that auxiliary taxonomized auditory distractions have on a p300 speller while utilising low fidelity equipment"
"3820","the effect that auxiliary taxonomized auditory distractions have on ap300 speller while utilising low fidelity equipment"
"3821","the emergence of open construction systems: a sustainable paradigm in the construction sector?"
"3822","the emergence of open construction systems: a sustainable paradigm inthe construction sector"
"3823","the face tracking system for rehabilitation robotics applications"
"3824","the face tracking system for rehabilitation robotics applications"
"3825","the fast pump, a low-cost, easy to fabricate, sla-3d-printed peristaltic pump for multi-channel systems in any lab"
"3826","the feasibility of a cloud-based low-cost environmental monitoringsystem via open source hardware in greenhouses"
"3827","the feasibility of nurse practitioner-performed, telementored lung telesonography with remote physician guidance - 'a remote virtual mentor'"
"3828","the firefader design: simple, open-source, and reconfigurable haptics for musicians"
"3829","the firefader: simple, open-source, and reconfigurable haptic force feedback for musicians"
"3830","the firefader: simple, open-source, and reconfigurable haptic forcefeedback for musicians"
"3831","the flexiscope: a low cost, flexible, convertible and modular microscope with automated scanning and micromanipulation"
"3832","the globe thermometer in comfort and environmental studies in buildings"
"3833","the globe thermometer in comfort and environmental studies in buildings"
"3834","the hawaiian swell pilot experiment-evidence for lithosphererejuvenation from ocean bottom surface wave data"
"3835","the implementation of a hardware-in-the-loop simulator for an inverted pendulum system using open-source hardware"
"3836","the importance of open and frugal labware"
"3837","the influence of the maker movement on engineering and technology education"
"3838","the intelligent flexray safety monitoring platform based on the automotive hybrid topology network"
"3839","the intelligent weather station system based on arduino"
"3840","the internet of things: connecting the unconnected"
"3841","the lab-in-a-box project: an arduino compatible signals and electronics teaching system"
"3842","the lab-in-a-box project: an arduino compatible signals and electronicsteaching system"
"3843","the life cycle of a radiosonde"
"3844","the life cycle of a radiosonde"
"3845","the maker movement has small beginnings but could alter the way we think of mass production"
"3846","the manyears open framework"
"3847","the manyears open framework: microphone array open software and open hardware system for robotic applications"
"3848","the mesospim initiative: open-source light-sheet microscopes for imaging cleared tissue"
"3849","the mesospim initiative: open-source light-sheet microscopes for imagingcleared tissue"
"3850","the most important open technologies for design of cost efficient automation systems"
"3851","the most important open technologies for design of cost efficientautomation systems"
"3852","the motion assistant: engineering a bluetooth-enabled power wheelchair"
"3853","the motion assistant: engineering a bluetooth-enabled power wheelchair"
"3854","the multiple path protection of dwdm backbone optical networks"
"3855","the nao backpack: an open-hardware add-on for fast software development with the nao robot"
"3856","the nao backpack: an open-hardware add-on for fast software developmentwith the nao robot"
"3857","the open academic robot kit: lowering the barrier of entry for research into response robotics"
"3858","the open traceable time platform : open source software and hardware for dissemination of traceable time and frequency"
"3859","the open traceable time platform and its application in finance and telecommunications"
"3860","the openpmu platform for open-source phasor measurements"
"3861","the openpmu platform for open-source phasor measurements"
"3862","the path less taken: a fast variational approach for scene segmentation used for closed loop control"
"3863","the path less taken: a fast variational approach for scene segmentationused for closed loop control"
"3864","the pi-puck extension board: a raspberry pi interface for the e-puck robot platform"
"3865","the pi-puck extension board: a raspberry pi interface for the e-puckrobot platform"
"3866","the pixhawk open-source computer vision framework for mavs"
"3867","the potential of ambient intelligence to deliver interactive context-aware affective educational support through recommendations"
"3868","the potential of ambient intelligence to deliver interactive context-aware affective educational support through recommendations"
"3869","the potential of low-cost uavs and open-source photogrammetry software for high-resolution monitoring of alpine glaciers: a case study from the kanderfirn (swiss alps)"
"3870","the potential of low-cost uavs and open-source photogrammetry softwarefor high-resolution monitoring of alpine glaciers: a case study from thekanderfirn (swiss alps)"
"3871","the rc circuit with an olympic twist"
"3872","the realization of small cluster parallel computing environment for college education"
"3873","the realization of small cluster parallel computing environment forcollege education"
"3874","the research for open source hardware used in embedded specialty"
"3875","the research on hadoop and cloud computing-based mass data storage model of computation"
"3876","the research on hadoop and cloud computing-based mass data storage modelof computation"
"3877","the role of photography in dermatology research"
"3878","the role of roller speed on solidification of al-mg-si alloy during twin roll strip casting"
"3879","the smarts_museum_v1: an open hardware device for remote monitoring of cultural heritage indoor environments"
"3880","the solid-liquid separation characteristics of pure licl-kcl eutectic salt using different types of crucibles"
"3881","the solid-liquid separation characteristics of pure licl-kcl eutecticsalt using different types of crucibles"
"3882","the study of pulse interval modulation in wireless laser communicationsystem"
"3883","the use of microcontrollers for non-programmers: a review on the stateof the art"
"3884","the use of open source software in an advanced autonomous surface vehicle competition"
"3885","the use of open-source hardware and software in low-cost geotechnical sensors: a strain-gauge logger and a tilt-test machine"
"3886","the use of working prototypes for participatory design with people with disabilities"
"3887","the use of working prototypes for participatory design with people withdisabilities"
"3888","theft vehicle scheme using cloud computing techniques"
"3889","theorizing innovation communities"
"3890","thermal desorption modulation for comprehensive two-dimensional gas chromatography using a simple and inexpensive segmented-loop fluidic interface"
"3891","thermal desorption modulation for comprehensive two-dimensional gaschromatography using a simple and inexpensive segmented-loop fluidicinterface"
"3892","thermal pyranometer using the open hardware arduino platform"
"3893","thermal pyranometer using the open hardware arduino platform"
"3894","three layers of openness in design: examining the open paradigm in design research"
"3895","three layers of openness in design: examining the open paradigm indesign research"
"3896","three-dimensional modeling of coastal boulders using multi-view image measurements"
"3897","three-dimensional modeling of coastal boulders using multi-view imagemeasurements"
"3898","three-dimensional printing of complex biological structures by freeform reversible embedding of suspended hydrogels"
"3899","three-dimensional printing of complex biological structures by freeformreversible embedding of suspended hydrogels"
